s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2023-01-13 00:00:00,18862.5,18849.615,18864.23,18848.01,0,2023-01-13 00:00:00.000,41460195,41460195,18849.380895,4.949105,18865.9622,0.0879673719384688,18849.380895,18849.380895,0.0,0.0262560612869402,False,0.0,no problemo
k,2023-01-13 00:01:00,18865.75,18862.91499999,18865.93399,18861.44543099,0,2023-01-13 00:00:59.897,41460353,41460353,18862.04,5.64,18865.697,0.0193881467752122,18862.04,18862.04,0.0,0.029901325625436,False,0.0,no problemo
,2023-01-13 00:02:00,18875.00613775,18865.75,18877.87231055,18865.46325008,0,2023-01-13 00:01:59.914,41460509,41460509,18865.75,5.76,18865.5817,0.000892092813703,18865.75,18865.75,0.0,0.0305315187575368,False,0.0,no problemo
,2023-01-13 00:03:00,18877.92450057,18874.79707841,18878.8325828,18873.94312631,0,2023-01-13 00:03:00.032,41460667,41460667,18874.46,5.9,18865.6595,0.0466264995130857,18874.46,18874.46,0.0,0.0312591724478475,False,0.0,no problemo
,2023-01-13 00:04:00,18878.43021084,18877.92450057,18886.57902072,18877.325,0,2023-01-13 00:04:00.120,41460825,41460825,18877.96282726,6.66282726,18865.7603,0.0646390045983993,18877.96282726,18877.96282726,0.0,0.0352942069065778,False,0.0,no problemo
,2023-01-13 00:05:00,18866.88,18878.33485727,18878.73976376,18866.045,0,2023-01-13 00:04:59.869,41460982,41460982,18879.0,5.23,18865.9468,0.0691413740134459,18879.0,18879.0,0.0,0.0277027384925049,False,0.0,no problemo
,2023-01-13 00:06:00,18858.05,18866.88,18867.92800394,18857.4635897,0,2023-01-13 00:05:59.785,41461139,41461139,18866.755,4.66596266,18866.047,0.0037526326069446,18866.755,18866.755,0.0,0.0247311350574065,False,0.0,no problemo
,2023-01-13 00:07:00,18839.25,18858.05,18858.5,18839.25,0,2023-01-13 00:06:59.948,41461296,41461296,18858.05,4.72,18865.8983,0.0416177706602828,18858.05,18858.05,0.0,0.0250290989789506,False,0.0,no problemo
,2023-01-13 00:08:00,18835.02906023,18836.45,18844.3026808,18830.03205893,0,2023-01-13 00:07:59.876,41461455,41461455,18839.2762125,4.5262125,18865.5424,0.1394224873807508,18839.2762125,18839.2762125,0.0,0.0240254054823869,False,0.0,no problemo
,2023-01-13 00:09:00,18831.575,18834.17677928,18834.22677927,18824.26776677,0,2023-01-13 00:09:00.105,41461612,41461612,18833.63785858,5.95697459,18864.9426,0.166217178301195,18833.63785858,18833.63785858,0.0,0.0316294421435219,False,0.0,no problemo
,2023-01-13 00:10:00,18826.50945979,18831.575,18837.68021459,18824.43628161,0,2023-01-13 00:10:00.019,41461768,41461768,18831.6,3.89582726,18864.2092,0.173162131736032,18831.6,18831.6,0.0,0.0206877124620319,False,0.0,no problemo
,2023-01-13 00:11:00,18838.0,18825.775,18838.0598225,18825.515,0,2023-01-13 00:10:59.813,41461924,41461924,18828.25,4.51,18863.4395,0.1868973483993488,18828.25,18828.25,0.0,0.0239533679444451,False,0.0,no problemo
,2023-01-13 00:12:00,18831.35,18837.65,18839.75,18827.34073577,0,2023-01-13 00:11:59.964,41462080,41462080,18837.5,5.01,18862.7264,0.1339158593231562,18837.5,18837.5,0.0,0.0265958858659588,False,0.0,no problemo
,2023-01-13 00:13:00,18830.77214267,18831.5,18832.17499999,18823.73,0,2023-01-13 00:13:00.000,41462236,41462236,18829.22,4.655,18862.0374,0.1742897475306991,18829.22,18829.22,0.0,0.0247222136657811,False,0.0,no problemo
,2023-01-13 00:14:00,18834.99,18830.45505099,18837.7598405,18830.29990467,0,2023-01-13 00:14:00.121,41462392,41462392,18830.25,5.95,18861.2331,0.1645389731947334,18830.25,18830.25,0.0,0.0315980934931825,False,0.0,no problemo
,2023-01-13 00:15:00,18843.5,18834.99,18845.21250974,18832.43999999,0,2023-01-13 00:14:59.862,41462548,41462548,18835.505,4.2533964200000005,18860.6455,0.1334739896806467,18835.505,18835.505,0.0,0.0225818018683332,False,0.0,no problemo
,2023-01-13 00:16:00,18842.850027,18843.11885728,18846.57087214,18839.25,0,2023-01-13 00:16:00.014,41462704,41462704,18843.5,4.9,18860.1595,0.0884097964815537,18843.5,18843.5,0.0,0.0260036617401225,False,0.0,no problemo
,2023-01-13 00:17:00,18847.5,18842.850027,18848.0,18841.22999999,0,2023-01-13 00:16:59.878,41462859,41462859,18842.37761809,3.50761809,18859.71,0.0919861721344563,18842.37761809,18842.37761809,0.0,0.0186155811177058,False,0.0,no problemo
