s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2023-03-09 00:00:00,21711.03194705,21701.0,21711.03194705,21694.0,0,2023-03-09 00:00:00,53865418,53865418,21701.11,2.9899999900000003,21799.7006,0.4543113232456751,21701.11,21701.11,0.0,0.0137780970190004,False,0.0,no problemo
k,2023-03-09 00:01:00,21680.75,21711.214305,21721.36965139,21677.81509549,0,2023-03-09 00:01:00,53865574,53865574,21711.03194705,3.58805295,21797.6015,0.3987353211083248,21711.03194705,21711.03194705,0.0,0.0165264044507452,False,0.0,no problemo
,2023-03-09 00:02:00,21702.19538956,21680.88,21702.2,21676.765,0,2023-03-09 00:02:00,53865729,53865729,21680.43,7.71125998,21795.9395,0.5327823295017677,21680.43,21680.43,0.0,0.0355678368925339,False,0.0,no problemo
,2023-03-09 00:03:00,21709.065,21702.43,21709.56624,21699.845,0,2023-03-09 00:02:59,53865881,53865881,21701.72,4.8,21794.22,0.4262334966998007,21701.72,21701.72,0.0,0.0221180625314491,False,0.0,no problemo
,2023-03-09 00:04:00,21700.79808,21709.5025,21709.5075,21700.45526774,0,2023-03-09 00:04:00,53866042,53866042,21709.2,5.14924616,21792.4426,0.3834438855416034,21709.2,21709.2,0.0,0.0237191889152985,False,0.0,no problemo
,2023-03-09 00:05:00,21706.5,21701.9199085,21706.5,21697.85,0,2023-03-09 00:05:00,53866198,53866198,21700.525,6.675,21790.508,0.4146581707124605,21700.525,21700.525,0.0,0.0307596244791312,False,0.0,no problemo
,2023-03-09 00:06:00,21700.0,21706.0,21706.4,21688.54611999,0,2023-03-09 00:06:00,53866356,53866356,21706.11792216,4.85792216,21788.4974,0.3795219308004337,21706.11792216,21706.11792216,0.0,0.0223804283079126,False,0.0,no problemo
,2023-03-09 00:07:00,21715.5,21699.8430497,21715.5,21698.82525629,0,2023-03-09 00:07:00,53866514,53866514,21700.05164628,6.29164628,21786.8637,0.4000545949616814,21700.05164628,21700.05164628,0.0,0.0289936926536235,False,0.0,no problemo
,2023-03-09 00:08:00,21721.7425,21715.5,21726.705,21711.87,0,2023-03-09 00:08:00,53866671,53866671,21715.5,4.42111999,21785.4754,0.3222371117404589,21715.5,21715.5,0.0,0.020359282494071,False,0.0,no problemo
,2023-03-09 00:09:00,21727.18088456,21722.25,21727.63944462,21719.8125,0,2023-03-09 00:09:00,53866827,53866827,21721.58055999,7.54993189,21784.3085,0.2887816558134787,21721.58055999,21721.58055999,0.0,0.0347577464224982,False,0.0,no problemo
,2023-03-09 00:10:00,21722.25999999,21727.74,21734.54023036,21721.86094263,0,2023-03-09 00:10:00,53866982,53866982,21727.18088456,3.93088456,21782.9128,0.2565078080590017,21727.18088456,21727.18088456,0.0,0.0180920137816563,False,0.0,no problemo
,2023-03-09 00:11:00,21716.910156,21722.25999999,21725.5,21714.925,0,2023-03-09 00:11:00,53867141,53867141,21722.07,4.91722469,21781.9151,0.2755036697699558,21722.07,21722.07,0.0,0.0226369986377909,False,0.0,no problemo
,2023-03-09 00:12:00,21702.38607999,21716.25196628,21720.86,21702.38607999,0,2023-03-09 00:12:00,53867299,53867299,21716.25196628,4.7519662799999995,21780.8551,0.2974874937918061,21716.25196628,21716.25196628,0.0,0.0218820737914564,False,0.0,no problemo
,2023-03-09 00:13:00,21705.22,21702.84716526,21714.08,21702.81,0,2023-03-09 00:13:00,53867453,53867453,21702.38607999,6.02392001,21779.8592,0.3569797335852908,21702.38607999,21702.38607999,0.0,0.0277569479586125,False,0.0,no problemo
