s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2022-11-08 00:00:00,20579.200825,20591.5,20592.39,20571.33,0,2022-11-08 00:00:00.238,26593752,26593752,20591.0,3.03646229,20570.0091,0.1019421106308615,20591.0,20591.0,0.0,0.01474655087174,False,0.0,no problemo
k,2022-11-08 00:01:00,20606.90841287,20579.200825,20608.245,20577.8125,0,2022-11-08 00:01:00.098,26593909,26593909,20578.6325,6.8675,20570.1626,0.0411587115907728,20578.6325,20578.6325,0.0,0.0333719939845371,False,0.0,no problemo
,2022-11-08 00:02:00,20615.5503375,20606.90841287,20620.07,20606.90841287,0,2022-11-08 00:01:59.786,26594065,26594065,20606.90841287,4.10841287,20570.6455,0.1759745428254285,20606.90841287,20606.90841287,0.0,0.019937065704791,False,0.0,no problemo
,2022-11-08 00:03:00,20624.525,20615.5503375,20625.08784702,20610.7,0,2022-11-08 00:02:59.789,26594221,26594221,20615.5503375,6.54244962,20571.3882,0.2142176016502839,20615.5503375,20615.5503375,0.0,0.0317355079679788,False,0.0,no problemo
,2022-11-08 00:04:00,20628.02,20624.525,20628.4,20614.500075,0,2022-11-08 00:04:00.017,26594378,26594378,20624.66584338,3.11838738,20572.1904,0.2544305143098553,20624.66584338,20624.66584338,0.0,0.0151196989259388,False,0.0,no problemo
,2022-11-08 00:05:00,20614.5025,20627.55,20629.01999999,20609.3325,0,2022-11-08 00:05:00.205,26594533,26594533,20626.88,3.22,20573.0787,0.260831012736792,20626.88,20626.88,0.0,0.015610698273321,False,0.0,no problemo
,2022-11-08 00:06:00,20612.0075,20614.8275,20617.53,20609.95398144,0,2022-11-08 00:05:59.952,26594689,26594689,20613.505,5.495,20573.8204,0.1925174782260488,20613.505,20613.505,0.0,0.0266572812338318,False,0.0,no problemo
,2022-11-08 00:07:00,20619.6850375,20612.0075,20624.895,20612.0025,0,2022-11-08 00:06:59.979,26594845,26594845,20612.0075,5.08453712,20574.521,0.1818672926448288,20612.0075,20612.0075,0.0,0.0246678404323305,False,0.0,no problemo
,2022-11-08 00:08:00,20621.915,20619.6850375,20622.345,20618.78,0,2022-11-08 00:08:00.182,26595002,26595002,20619.0075,4.0075,20575.2701,0.2121217522230309,20619.0075,20619.0075,0.0,0.0194359500572469,False,0.0,no problemo
,2022-11-08 00:09:00,20619.0,20622.1555625,20622.5,20619.0,0,2022-11-08 00:08:59.824,26595159,26595159,20621.7525,3.6525,20576.2105,0.2208444699353154,20621.7525,20621.7525,0.0,0.0177118797250621,False,0.0,no problemo
