c,time
1.000198,0
1.00025001,3
1.0,4
0.99987499,5
1.00049986,7
1.0,9
1.00025001,10
1.0004015,11
1.00075,13
1.0009005,14
1.00015001,15
1.00020975,16
1.00025001,17
1.0,18
1.00019125,19
0.99997475,20
1.00000143,21
1.0,22
1.0,24
1.0000205,25
1.0,26
1.00053,27
1.000095,30
0.999755,31
1.00000001,34
1.0,35
1.0,36
1.0,37
1.0,38
1.0,39
1.00014775,40
1.00005025,41
1.0,42
0.99997025,43
0.99999,44
0.99995001,45
0.9999405,46
0.99995001,47
1.0,48
1.0,49
1.0001,50
1.0,51
0.999955,52
0.99987099,53
0.99994975,56
1.0000925,57
0.9999852,58
1.00000014,59
