c,time
0.99997262,0
1.0,1
1.0,2
1.0,3
1.0,4
1.0,5
1.0,6
1.00000001,7
1.0,8
1.0,9
1.00005,10
1.0,11
1.00000001,12
1.0,13
1.00025001,14
1.0,15
1.00000025,16
1.0000005,17
1.00002525,18
1.0,19
1.0,20
1.0,21
1.00000025,22
1.0,23
1.0,24
1.0,25
1.0000325,26
1.0,27
1.0,28
1.00002525,29
1.0000005,30
1.0,31
1.0000085,32
1.000299,33
1.00001375,34
1.00003025,35
1.0000005,36
1.00001,37
1.0002205,38
1.0,39
1.000025,40
1.00000001,41
1.000216,42
1.00000001,43
1.0001341,44
1.00005001,45
1.00005001,46
1.000052,47
1.00005625,48
1.000012,49
1.00003071,50
1.000124,51
1.000121,52
1.00025001,53
1.00025,54
1.0001445,55
1.00025001,56
1.0001085,57
1.00018,58
1.00009425,59
