time,price,maxprice,minprice,use_spread,problem_indicator
0,31508.5,31508.5,31508.5,False,no problemo
1,31463.5,31463.5,31463.5,False,no problemo
1,31456.77764107,31456.77764107,31456.77764107,False,no problemo
3,31512.21398792,31512.21398792,31512.21398792,False,no problemo
3,31639.83499999,31639.83499999,31639.83499999,False,no problemo
5,31657.12167062,31657.12167062,31657.12167062,False,no problemo
5,31580.87976,31580.87976,31580.87976,False,no problemo
6,31608.13166666,31608.13166666,31608.13166666,False,no problemo
7,31557.3,31557.3,31557.3,False,no problemo
8,31508.1,31508.1,31508.1,False,no problemo
10,31487.10875,31487.10875,31487.10875,False,no problemo
11,31448.71653295,31448.71653295,31448.71653295,False,no problemo
11,31445.48999999,31445.48999999,31445.48999999,False,no problemo
13,31456.80681197,31456.80681197,31456.80681197,False,no problemo
14,31449.28181706,31449.28181706,31449.28181706,False,no problemo
14,31418.20766181,31418.20766181,31418.20766181,False,no problemo
16,31365.98534418,31365.98534418,31365.98534418,False,no problemo
16,31405.04606374,31405.04606374,31405.04606374,False,no problemo
18,31412.66931648,31412.66931648,31412.66931648,False,no problemo
19,31409.1875,31409.1875,31409.1875,False,no problemo
19,31424.82231663,31424.82231663,31424.82231663,False,no problemo
21,31348.5675,31348.5675,31348.5675,False,no problemo
21,31368.1675,31368.1675,31368.1675,False,no problemo
23,31395.88250075,31395.88250075,31395.88250075,False,no problemo
23,31369.0,31369.0,31369.0,False,no problemo
25,31366.59692028,31366.59692028,31366.59692028,False,no problemo
25,31380.42,31380.42,31380.42,False,no problemo
27,31367.58999999,31367.58999999,31367.58999999,False,no problemo
27,31348.805,31348.805,31348.805,False,no problemo
28,31294.475,31294.475,31294.475,False,no problemo
30,31313.29307875,31313.29307875,31313.29307875,False,no problemo
30,31343.475,31343.475,31343.475,False,no problemo
31,31352.53806733,31352.53806733,31352.53806733,False,no problemo
32,31352.7,31352.7,31352.7,False,no problemo
34,31393.2828851,31393.2828851,31393.2828851,False,no problemo
35,31393.04,31393.04,31393.04,False,no problemo
35,31405.500075,31405.500075,31405.500075,False,no problemo
37,31325.85,31325.85,31325.85,False,no problemo
37,31316.57309727,31316.57309727,31316.57309727,False,no problemo
38,31316.12305079,31316.12305079,31316.12305079,False,no problemo
39,31313.58137097,31313.58137097,31313.58137097,False,no problemo
40,31271.98931999,31271.98931999,31271.98931999,False,no problemo
41,31256.93600287,31256.93600287,31256.93600287,False,no problemo
43,31220.86641999,31220.86641999,31220.86641999,False,no problemo
44,31247.42922071,31247.42922071,31247.42922071,False,no problemo
44,31242.12,31242.12,31242.12,False,no problemo
45,31243.215,31243.215,31243.215,False,no problemo
47,31243.20712,31243.20712,31243.20712,False,no problemo
47,31249.89912766,31249.89912766,31249.89912766,False,no problemo
48,31269.975,31269.975,31269.975,False,no problemo
50,31281.41521827,31281.41521827,31281.41521827,False,no problemo
50,31287.5,31287.5,31287.5,False,no problemo
52,31269.45010254,31269.45010254,31269.45010254,False,no problemo
53,31238.0,31238.0,31238.0,False,no problemo
54,31247.61999999,31247.61999999,31247.61999999,False,no problemo
54,31163.25,31163.25,31163.25,False,no problemo
56,31162.92,31162.92,31162.92,False,no problemo
56,31208.68053301,31208.68053301,31208.68053301,False,no problemo
58,31229.09,31229.09,31229.09,False,no problemo
59,31229.98166666,31229.98166666,31229.98166666,False,no problemo
