time,price,maxprice,minprice,use_spread,problem_indicator
0,2379.88,2379.88,2379.88,False,no problemo
0,2381.41625937,2381.41625937,2381.41625937,False,no problemo
3,2376.035,2376.035,2376.035,False,no problemo
3,2378.6820674,2378.6820674,2378.6820674,False,no problemo
5,2379.94999999,2379.94999999,2379.94999999,False,no problemo
6,2385.1161486,2385.1161486,2385.1161486,False,no problemo
6,2378.005,2378.005,2378.005,False,no problemo
8,2380.14291645,2380.14291645,2380.14291645,False,no problemo
9,2378.84,2378.84,2378.84,False,no problemo
10,2376.06666566,2376.06666566,2376.06666566,False,no problemo
10,2380.51378062,2380.51378062,2380.51378062,False,no problemo
12,2377.67,2377.67,2377.67,False,no problemo
13,2376.2750015,2376.2750015,2376.2750015,False,no problemo
13,2376.31999999,2376.31999999,2376.31999999,False,no problemo
14,2374.94072339,2374.94072339,2374.94072339,False,no problemo
15,2378.23,2378.23,2378.23,False,no problemo
18,2370.8203,2370.8203,2370.8203,False,no problemo
18,2366.62749999,2366.62749999,2366.62749999,False,no problemo
19,2364.44526078,2364.44526078,2364.44526078,False,no problemo
21,2364.6305419,2364.6305419,2364.6305419,False,no problemo
21,2365.63,2365.63,2365.63,False,no problemo
23,2366.07499999,2366.07499999,2366.07499999,False,no problemo
23,2368.09,2368.09,2368.09,False,no problemo
25,2367.50166666,2367.50166666,2367.50166666,False,no problemo
26,2366.01,2366.01,2366.01,False,no problemo
28,2366.85956675,2366.85956675,2366.85956675,False,no problemo
28,2366.97,2366.97,2366.97,False,no problemo
30,2362.9605365,2362.9605365,2362.9605365,False,no problemo
31,2362.4170516,2362.4170516,2362.4170516,False,no problemo
33,2362.015,2362.015,2362.015,False,no problemo
35,2366.915,2366.915,2366.915,False,no problemo
36,2362.89,2362.89,2362.89,False,no problemo
37,2363.48254875,2363.48254875,2363.48254875,False,no problemo
38,2362.43631767,2362.43631767,2362.43631767,False,no problemo
38,2362.06833333,2362.06833333,2362.06833333,False,no problemo
40,2358.96333332,2358.96333332,2358.96333332,False,no problemo
40,2358.46012774,2358.46012774,2358.46012774,False,no problemo
42,2354.10878125,2354.10878125,2354.10878125,False,no problemo
43,2350.37943691,2350.37943691,2350.37943691,False,no problemo
43,2346.71505,2346.71505,2346.71505,False,no problemo
45,2340.03,2340.03,2340.03,False,no problemo
47,2339.77770315,2339.77770315,2339.77770315,False,no problemo
50,2331.90263625,2331.90263625,2331.90263625,False,no problemo
52,2327.62056638,2327.62056638,2327.62056638,False,no problemo
54,2314.16250752,2314.16250752,2314.16250752,False,no problemo
54,2310.67083333,2310.67083333,2310.67083333,False,no problemo
55,2312.06,2312.06,2312.06,False,no problemo
56,2302.00432135,2302.00432135,2302.00432135,False,no problemo
59,2295.91,2295.91,2295.91,False,no problemo
