c,time
0.99965,0
0.9996005,1
0.99975,2
0.9997,3
0.99974993,4
0.9997,5
0.99966044,6
0.9996213,7
0.99961,8
0.99975037,9
0.99960025,10
0.9997,11
0.99965,12
0.99964996,13
0.99975075,14
0.99967768,15
0.99962746,16
0.99972537,17
0.99964773,18
0.9997,19
0.99965,20
0.99965,21
0.9997,22
0.9997,23
0.9998,24
0.99975,25
0.99965031,26
0.99970037,27
0.99975,28
0.99975,29
0.99964558,30
0.99965759,31
0.99975,32
0.99975001,33
0.99975037,34
0.99975037,35
0.99965,36
0.9997265,37
0.999685,38
0.9997,39
0.99975,40
0.99972,41
0.9997,42
0.99965,44
0.9998,45
0.99975037,46
0.999621,47
0.999725,48
0.99965,49
0.99965,50
0.9996379,51
0.99968,52
0.99975,53
0.99975,54
0.99975,55
0.99965,56
0.99982497,57
0.99975037,58
0.99975075,59
