c,time
1.00023,0
1.00023,1
1.0002514,2
1.00024001,3
1.00023,4
1.00023,5
1.00023,6
1.000225,7
1.0002225,8
1.00022,9
1.00022,10
1.00022,11
1.00022,12
1.00022,13
1.00022,14
1.00022,15
1.000225,16
1.00023,17
1.000235,18
1.00023,19
1.000225,20
1.000225,21
1.00022,22
1.00022,23
1.00021001,24
1.00021001,25
1.00021001,26
1.00021,27
1.0002225,28
1.0002,29
1.0002,30
1.00021,31
1.0002,32
1.0002,33
1.00018504,34
1.00015008,35
1.00013,36
1.00013,37
1.00013,38
1.00013,39
1.00013,40
1.000135,41
1.000135,42
1.00012,43
1.00013,44
1.000135,45
1.000135,46
1.00013,47
1.000125,48
1.00013,49
1.00014,50
1.00013,51
1.00014,52
1.000135,53
1.00014,54
1.00014,55
1.00014,56
1.00014,57
1.00014,58
1.00014,59
0.99925001,0
0.99925038,1
0.99925075,2
0.99925075,3
0.99925075,4
0.99925075,5
0.99920073,6
0.99915074,7
0.99915074,8
0.99915074,9
0.99915001,10
0.99915074,11
0.99915001,12
0.99915074,13
0.99915001,14
0.99915001,15
0.99905001,16
0.999125,17
0.99905001,18
0.99905074,19
0.99915001,20
0.99885075,21
0.998952,22
0.99895074,23
0.99885075,24
0.99885075,25
0.99885075,26
0.9989,27
0.9990115,28
0.9989815,29
0.998707,30
0.998753,31
0.99895,32
0.99905697,33
0.99896957,34
0.9989485,35
0.99899454,36
0.99891,37
0.99885,38
0.9988,39
0.99880001,40
0.99877,41
0.99874,42
0.9987,43
0.998667,44
0.99867,45
0.99859984,46
0.99859984,47
0.9987,48
0.99875,49
0.99868,50
0.9987,51
0.99857881,52
0.9987,53
0.9987,54
0.99882,55
0.998765,56
0.99883,57
0.998865,58
0.99891337,59
