time,price,maxprice,minprice,use_spread,problem_indicator
0,1571.33,1571.33,1571.33,False,no problemo
2,1570.46438591,1570.46438591,1570.46438591,False,no problemo
3,1571.07,1571.07,1571.07,False,no problemo
3,1572.20000001,1572.20000001,1572.20000001,False,no problemo
4,1571.28155543,1571.28155543,1571.28155543,False,no problemo
5,1571.065,1571.065,1571.065,False,no problemo
6,1570.90504318,1570.90504318,1570.90504318,False,no problemo
8,1570.79217045,1570.79217045,1570.79217045,False,no problemo
8,1571.49999999,1571.49999999,1571.49999999,False,no problemo
9,1570.91,1570.91,1570.91,False,no problemo
11,1570.405,1570.405,1570.405,False,no problemo
12,1570.61867898,1570.61867898,1570.61867898,False,no problemo
13,1570.42,1570.42,1570.42,False,no problemo
14,1570.14999999,1570.14999999,1570.14999999,False,no problemo
14,1569.6,1569.6,1569.6,False,no problemo
15,1570.6,1570.6,1570.6,False,no problemo
16,1573.45,1573.45,1573.45,False,no problemo
18,1573.94999999,1573.94999999,1573.94999999,False,no problemo
18,1573.4,1573.4,1573.4,False,no problemo
19,1573.45,1573.45,1573.45,False,no problemo
20,1572.99999999,1572.99999999,1572.99999999,False,no problemo
21,1573.61,1573.61,1573.61,False,no problemo
22,1574.41490492,1574.41490492,1574.41490492,False,no problemo
24,1574.48189296,1574.48189296,1574.48189296,False,no problemo
25,1574.33,1574.33,1574.33,False,no problemo
26,1574.145,1574.145,1574.145,False,no problemo
27,1574.18,1574.18,1574.18,False,no problemo
27,1574.44,1574.44,1574.44,False,no problemo
28,1574.8551425,1574.8551425,1574.8551425,False,no problemo
30,1574.86372592,1574.86372592,1574.86372592,False,no problemo
31,1573.40499999,1573.40499999,1573.40499999,False,no problemo
32,1572.11,1572.11,1572.11,False,no problemo
33,1573.01,1573.01,1573.01,False,no problemo
33,1573.07,1573.07,1573.07,False,no problemo
34,1572.7451125,1572.7451125,1572.7451125,False,no problemo
35,1572.36410092,1572.36410092,1572.36410092,False,no problemo
37,1572.00414327,1572.00414327,1572.00414327,False,no problemo
37,1572.5,1572.5,1572.5,False,no problemo
38,1572.31427018,1572.31427018,1572.31427018,False,no problemo
39,1571.79258676,1571.79258676,1571.79258676,False,no problemo
41,1571.79999999,1571.79999999,1571.79999999,False,no problemo
41,1571.4175,1571.4175,1571.4175,False,no problemo
42,1572.15,1572.15,1572.15,False,no problemo
44,1572.29,1572.29,1572.29,False,no problemo
44,1572.475,1572.475,1572.475,False,no problemo
46,1571.93,1571.93,1571.93,False,no problemo
46,1573.0,1573.0,1573.0,False,no problemo
48,1573.56,1573.56,1573.56,False,no problemo
48,1572.7,1572.7,1572.7,False,no problemo
50,1569.005,1569.005,1569.005,False,no problemo
50,1560.09000001,1560.09000001,1560.09000001,False,no problemo
52,1561.2657659,1561.2657659,1561.2657659,False,no problemo
53,1551.84,1551.84,1551.84,False,no problemo
53,1553.32,1553.32,1553.32,False,no problemo
54,1544.53500374,1544.53500374,1544.53500374,False,no problemo
55,1547.6,1547.6,1547.6,False,no problemo
57,1549.73,1549.73,1549.73,False,no problemo
57,1544.12999999,1544.12999999,1544.12999999,False,no problemo
58,1541.9,1541.9,1541.9,False,no problemo
