time,price,maxprice,minprice,use_spread,problem_indicator
0,1492.87645,1492.87645,1492.87645,False,no problemo
0,1491.45,1491.45,1491.45,False,no problemo
2,1490.35,1490.35,1490.35,False,no problemo
2,1490.36,1490.36,1490.36,False,no problemo
3,1489.3,1489.3,1489.3,False,no problemo
4,1488.735,1488.735,1488.735,False,no problemo
6,1489.91,1489.91,1489.91,False,no problemo
6,1488.09999999,1488.09999999,1488.09999999,False,no problemo
8,1486.995,1486.995,1486.995,False,no problemo
8,1487.15,1487.15,1487.15,False,no problemo
10,1487.165,1487.165,1487.165,False,no problemo
10,1486.205,1486.205,1486.205,False,no problemo
11,1486.4352925,1486.4352925,1486.4352925,False,no problemo
12,1483.79,1483.79,1483.79,False,no problemo
13,1483.9,1483.9,1483.9,False,no problemo
14,1485.9,1485.9,1485.9,False,no problemo
15,1484.20567256,1484.20567256,1484.20567256,False,no problemo
17,1482.53,1482.53,1482.53,False,no problemo
18,1483.75,1483.75,1483.75,False,no problemo
19,1485.275,1485.275,1485.275,False,no problemo
19,1483.6,1483.6,1483.6,False,no problemo
21,1485.35,1485.35,1485.35,False,no problemo
21,1484.55,1484.55,1484.55,False,no problemo
23,1484.15,1484.15,1484.15,False,no problemo
23,1484.3,1484.3,1484.3,False,no problemo
24,1482.875,1482.875,1482.875,False,no problemo
25,1484.4,1484.4,1484.4,False,no problemo
26,1484.05,1484.05,1484.05,False,no problemo
27,1484.935,1484.935,1484.935,False,no problemo
29,1485.89,1485.89,1485.89,False,no problemo
29,1487.3646139,1487.3646139,1487.3646139,False,no problemo
30,1485.36,1485.36,1485.36,False,no problemo
31,1485.88,1485.88,1485.88,False,no problemo
33,1487.01131296,1487.01131296,1487.01131296,False,no problemo
33,1485.94999999,1485.94999999,1485.94999999,False,no problemo
34,1488.15592964,1488.15592964,1488.15592964,False,no problemo
36,1491.0,1491.0,1491.0,False,no problemo
37,1489.735,1489.735,1489.735,False,no problemo
37,1490.175,1490.175,1490.175,False,no problemo
39,1492.2,1492.2,1492.2,False,no problemo
39,1492.2,1492.2,1492.2,False,no problemo
40,1491.99999999,1491.99999999,1491.99999999,False,no problemo
42,1491.59999998,1491.59999998,1491.59999998,False,no problemo
43,1492.85,1492.85,1492.85,False,no problemo
43,1493.1,1493.1,1493.1,False,no problemo
45,1492.610135,1492.610135,1492.610135,False,no problemo
45,1491.6952625,1491.6952625,1491.6952625,False,no problemo
47,1490.4354579,1490.4354579,1490.4354579,False,no problemo
47,1488.4,1488.4,1488.4,False,no problemo
49,1486.99,1486.99,1486.99,False,no problemo
50,1488.15,1488.15,1488.15,False,no problemo
50,1486.8,1486.8,1486.8,False,no problemo
52,1486.06,1486.06,1486.06,False,no problemo
53,1486.67,1486.67,1486.67,False,no problemo
53,1486.63,1486.63,1486.63,False,no problemo
54,1485.66536867,1485.66536867,1485.66536867,False,no problemo
55,1487.225,1487.225,1487.225,False,no problemo
56,1487.87,1487.87,1487.87,False,no problemo
58,1486.15,1486.15,1486.15,False,no problemo
58,1486.7140627,1486.7140627,1486.7140627,False,no problemo
