Datetime,Open,High,Low,Close,Volume,ema,Date
2022-06-08,0.9994195103645324,0.9994533658027648,0.9993324279785156,0.999348759651184,0,0.999370467526915,2022-06-08
2022-06-08,0.9993698596954346,0.9994195699691772,0.9993048906326294,0.9993868470191956,0,0.9993745623999852,2022-06-08
2022-06-08,0.999427616596222,0.9994420409202576,0.9993419647216796,0.9993438720703124,0,0.999366889817567,2022-06-08
2022-06-08,0.9993500709533693,0.99940288066864,0.999306857585907,0.999306857585907,1648254976,0.999351881759652,2022-06-08
2022-06-08,0.9992885589599608,0.9994328618049622,0.9992885589599608,0.999337911605835,1393430528,0.9993483892211978,2022-06-08
2022-06-08,0.9993142485618592,0.9994081258773804,0.9992914795875548,0.99934184551239,551776256,0.999346753293996,2022-06-08
2022-06-08,0.9993476271629332,0.9994728565216064,0.999303102493286,0.9994024634361268,515801088,0.9993606808295286,2022-06-08
2022-06-08,0.9994096159934998,0.9994474053382874,0.9993598461151124,0.9994344711303712,899547136,0.9993791284047392,2022-06-08
2022-06-08,0.9994314908981324,0.9995056390762328,0.999369978904724,0.9994204640388488,413552640,0.9993894623132666,2022-06-08
2022-06-08,0.9994245767593384,0.9995644688606262,0.9994245767593384,0.999544620513916,150360064,0.999428251863429,2022-06-08
2022-06-08,0.99949848651886,0.9995586276054382,0.9994414448738098,0.9994826316833496,480165888,0.9994418468184092,2022-06-08
2022-06-08,0.9994892477989196,0.9995262026786804,0.999440848827362,0.999440848827362,0,0.9994415973206474,2022-06-08
2022-06-08,0.9994775652885436,0.9995088577270508,0.9993584752082824,0.9993833303451538,366866432,0.999427030576774,2022-06-08
2022-06-08,0.9994375109672546,0.99945330619812,0.9993529915809632,0.9994108080863952,2021650432,0.9994229749541794,2022-06-08
2022-06-08,0.9994006752967834,0.9994302988052368,0.9992989897727966,0.999355971813202,0,0.999406224168935,2022-06-08
2022-06-08,0.9993361234664916,0.9994525909423828,0.9993297457695008,0.9994303584098816,0,0.9994122577291716,2022-06-08
2022-06-08,0.9994229674339294,0.9994702935218812,0.999372899532318,0.9994139671325684,0,0.9994126850800208,2022-06-08
2022-06-08,0.9994329214096068,0.999469518661499,0.9993558526039124,0.9993792772293092,379043840,0.9994043331173428,2022-06-08
2022-06-08,0.9994016289711,0.9994103312492372,0.9992640018463136,0.9993420839309692,488484864,0.9993887708207496,2022-06-08
2022-06-08,0.9993525147438048,0.9994186162948608,0.9992811679840088,0.9993833303451538,0,0.9993874107018506,2022-06-08
2022-06-08,0.9993473887443542,0.999417006969452,0.9992770552635192,0.99931663274765,0,0.9993697162133004,2022-06-08
2022-06-08,0.9992842674255372,0.9994058609008788,0.999255120754242,0.9992652535438538,0,0.9993436005459388,2022-06-08
2022-06-08,0.9993173480033876,0.999367892742157,0.9992007613182068,0.999314546585083,0,0.9993363370557248,2022-06-08
2022-06-08,0.999265193939209,0.9993526339530944,0.9992268085479736,0.9992748498916626,0,0.9993209652647091,2022-06-08
