Datetime,Open,High,Low,Close,Volume,ema,Date
2022-05-22,1.0002552270889282,1.0003650188446045,1.0001431703567505,1.0002812147140503,0,1.0002792314784787,2022-05-22
2022-05-22,1.0002577304840088,1.0003163814544678,1.0000966787338257,1.0001370906829834,0,1.0002436962796049,2022-05-22
2022-05-22,1.000138521194458,1.0002821683883667,0.999999463558197,1.0001420974731443,4513024,1.0002182965779898,2022-05-22
2022-05-22,1.0001484155654907,1.0005531311035156,0.999986469745636,1.0001460313796997,27494656,1.0002002302784172,2022-05-22
2022-05-22,1.000181794166565,1.0002533197402954,0.999958038330078,1.000042200088501,12311552,1.000160722730938,2022-05-22
2022-05-22,1.000040888786316,1.0003271102905271,1.0000218152999878,1.0002070665359497,13432576,1.000172308682191,2022-05-22
2022-05-22,1.0002224445343018,1.0003690719604492,1.0001357793807983,1.0001357793807983,0,1.0001631763568428,2022-05-22
2022-05-22,1.000157594680786,1.000488519668579,0.9999366402626038,1.0001347064971924,0,1.0001560588919305,2022-05-22
2022-05-22,1.000149488449097,1.0003606081008911,0.9999918937683104,1.0002070665359497,21191424,1.0001688108029352,2022-05-22
2022-05-22,1.0001811981201172,1.0008342266082764,1.0000487565994265,1.0004425048828125,73184256,1.0002372343229045,2022-05-22
2022-05-22,1.000503659248352,1.0005736351013184,1.000035047531128,1.0001497268676758,76679168,1.0002153574590973,2022-05-22
2022-05-22,1.000145435333252,1.000637769699097,0.9999624490737916,1.0000920295715332,56083968,1.0001845254872062,2022-05-22
2022-05-22,1.00015127658844,1.0007143020629885,1.0001239776611328,1.0001951456069946,68877824,1.0001871805171532,2022-05-22
2022-05-22,1.0001612901687622,1.000475525856018,0.9999592304229736,1.0003715753555298,21708288,1.0002332792267472,2022-05-22
2022-05-22,1.0003972053527832,1.0003972053527832,1.0000617504119873,1.0002837181091309,5563392,1.0002458889473431,2022-05-22
2022-05-22,1.0002657175064087,1.0005511045455933,1.0000393390655518,1.0001975297927856,19371264,1.0002337991587038,2022-05-22
2022-05-22,1.000234603881836,1.0005903244018557,1.0000892877578735,1.000401735305786,0,1.0002757831954745,2022-05-22
2022-05-22,1.00038743019104,1.0005968809127808,1.0000951290130615,1.0001071691513062,53913344,1.0002336296844323,2022-05-22
2022-05-22,1.000071406364441,1.0006277561187744,1.0000426769256592,1.0002520084381104,41378816,1.0002382243728518,2022-05-22
2022-05-22,1.0002583265304563,1.0004475116729736,1.000085711479187,1.0002950429916382,0,1.0002524290275483,2022-05-22
2022-05-22,1.0002589225769043,1.0006158351898191,1.0001397132873535,1.0002868175506592,2913792,1.000261026158326,2022-05-22
2022-05-22,1.0002729892730713,1.0006227493286133,1.000105381011963,1.0002424716949463,15721216,1.000256387542481,2022-05-22
2022-05-22,1.0002174377441406,1.0006601810455322,1.0000922679901123,1.0005208253860474,124099072,1.0003224970033726,2022-05-22
2022-05-22,1.0005687475204468,1.0005687475204468,1.0000994205474854,1.0001490116119385,56576000,1.000279125655514,2022-05-22
