Datetime,Open,High,Low,Close,Volume,ema,Date
2022-05-23,52.736087799072266,52.924766540527344,52.520606994628906,52.7265625,38032000,52.27885130985653,2022-05-23
2022-05-23,52.729976654052734,52.730560302734375,52.22527313232422,52.313289642333984,1743360,52.28746089297589,2022-05-23
2022-05-23,52.30345153808594,52.30345153808594,51.91494369506836,52.015743255615234,5217152,52.21953148363573,2022-05-23
2022-05-23,52.01979446411133,52.233028411865234,52.01979446411133,52.14604187011719,1524864,52.20115908025609,2022-05-23
2022-05-23,52.15347290039063,52.38772964477539,52.0434684753418,52.0434684753418,5462144,52.16173642902751,2022-05-23
2022-05-23,52.04277038574219,52.32759094238281,51.97916030883789,52.32759094238281,1558656,52.20320005736634,2022-05-23
2022-05-23,52.3316764831543,52.94603729248047,52.3316764831543,52.84024429321289,37576064,52.36246111632798,2022-05-23
2022-05-23,52.849639892578125,54.0741081237793,52.849639892578125,53.63565826416016,83376768,52.68076040328602,2022-05-23
2022-05-23,53.621429443359375,53.858097076416016,53.28035354614258,53.35587310791016,17328256,52.84953857944205,2022-05-23
2022-05-23,53.351036071777344,53.66389846801758,53.0787353515625,53.59873580932617,0,53.03683788691309,2022-05-23
2022-05-23,53.61181640625,53.91862106323242,53.58659362792969,53.85594177246094,0,53.24161385830005,2022-05-23
2022-05-23,53.86492538452149,54.474647521972656,53.86492538452149,54.0088005065918,25484672,53.43341052037299,2022-05-23
2022-05-23,54.01016616821289,54.404579162597656,53.73540878295898,53.73886489868164,16260992,53.50977411495015,2022-05-23
2022-05-23,53.73714447021485,53.91740417480469,53.3533935546875,53.577125549316406,59079552,53.52661197354171,2022-05-23
2022-05-23,53.5602912902832,53.5602912902832,52.42301940917969,52.958778381347656,14262528,53.3846535754932,2022-05-23
2022-05-23,52.9752311706543,54.02693939208984,52.9752311706543,53.84439086914063,13589248,53.499587898905055,2022-05-23
2022-05-23,53.84513092041016,54.250125885009766,53.490352630615234,53.514190673828125,16990592,53.503238592635824,2022-05-23
2022-05-23,53.5510139465332,53.64756774902344,52.95028305053711,52.95028305053711,11005824,53.364999707111146,2022-05-23
2022-05-23,52.95986175537109,53.10478973388672,52.192626953125,52.217586517333984,26901888,53.07814640966686,2022-05-23
2022-05-23,52.16984939575195,52.16984939575195,50.3681640625,50.3681640625,111363072,52.40065082287514,2022-05-23
2022-05-23,50.32242965698242,50.80982208251953,50.174072265625,50.746978759765625,51605248,51.98723280709776,2022-05-23
2022-05-23,50.75409698486328,50.89970016479492,50.51861572265625,50.52580642700195,13722240,51.62187621207381,2022-05-23
2022-05-23,50.529563903808594,50.529563903808594,49.151214599609375,49.23295974731445,31186304,51.02464709588397,2022-05-23
2022-05-23,49.23923110961914,49.244258880615234,48.92724609375,49.05961227416992,17690624,50.53338839045546,2022-05-23
