s,t,c,o,h,l,v
o,2023-03-10 00:00:00,1.00005037,1.00003825,1.00005037,1.0000265,0
k,2023-03-10 00:01:00,1.00005041,1.00005037,1.00008984,1.00005004,0
,2023-03-10 00:02:00,1.00006,1.00005041,1.00007775,1.00005041,0
,2023-03-10 00:03:00,1.00006469,1.00006,1.00011359,1.00005004,0
,2023-03-10 00:04:00,1.00006175,1.00006469,1.00008474,1.00005041,0
,2023-03-10 00:05:00,1.00006012,1.00006175,1.00015407,1.00005041,0
,2023-03-10 00:06:00,0.99998239,1.00006012,1.00009405,0.99997537,0
,2023-03-10 00:07:00,1.0,0.99998239,1.000005,0.99998239,0
,2023-03-10 00:08:00,1.0000025,1.0,1.00002754,0.9999685,0
,2023-03-10 00:09:00,0.99997537,1.0000025,1.00002754,0.99997537,0
,2023-03-10 00:10:00,0.99997537,0.99997537,1.0000025,0.99994575,0
,2023-03-10 00:11:00,0.99997537,0.99997537,1.0000025,0.99995037,0
,2023-03-10 00:12:00,0.99996662,1.0000025,1.00002754,0.99995771,0
,2023-03-10 00:13:00,0.99999834,0.99996662,1.00002754,0.99995037,0
,2023-03-10 00:14:00,1.00000625,0.99999505,1.00002975,0.99998788,0
,2023-03-10 00:15:00,1.00002879,1.0000131,1.00006529,0.99998292,0
,2023-03-10 00:16:00,1.0000025,1.00003004,1.00004568,0.99999702,0
,2023-03-10 00:17:00,0.99999,1.00000783,1.00002378,0.99998,0
,2023-03-10 00:18:00,1.00000676,0.99999,1.00001325,0.99997537,0
,2023-03-10 00:19:00,1.00001256,1.00000676,1.00004479,0.99999662,0
,2023-03-10 00:20:00,1.0000075,1.00001256,1.00003259,0.99999,0
,2023-03-10 00:21:00,1.0000025,1.0000075,1.00003363,0.999985,0
,2023-03-10 00:22:00,1.00004979,1.0000025,1.00004979,1.00000152,0
,2023-03-10 00:23:00,1.0000025,1.00004244,1.00004979,1.0000025,0
,2023-03-10 00:24:00,0.99999,1.0000025,1.00009504,0.99999,0
,2023-03-10 00:25:00,1.00001901,0.99999,1.00004775,0.9999775,0
,2023-03-10 00:26:00,1.00001381,1.00001901,1.00005829,1.0000025,0
,2023-03-10 00:27:00,1.00001997,1.00003635,1.00004598,1.00000112,0
,2023-03-10 00:28:00,1.00001726,1.00002,1.00004658,1.0,0
,2023-03-10 00:29:00,1.00001358,1.00002,1.00003188,1.0000025,0
,2023-03-10 00:30:00,1.00001555,1.00001708,1.00003208,0.99997194,0
,2023-03-10 00:31:00,1.00000702,1.00001555,1.0000378,0.99999887,0
,2023-03-10 00:32:00,1.0000025,1.00000702,1.00003409,1.00000125,0
,2023-03-10 00:33:00,0.99999,1.0000025,1.000035,0.99998,0
,2023-03-10 00:34:00,1.00001828,0.99999,1.0000275,0.99995037,0
,2023-03-10 00:35:00,1.0000025,1.00001828,1.00004279,1.0000025,0
,2023-03-10 00:36:00,1.00000681,1.0000025,1.00005203,1.00000201,0
,2023-03-10 00:37:00,1.00001364,1.00001943,1.00005968,1.0000025,0
,2023-03-10 00:38:00,1.0000025,1.00001364,1.00005733,1.0000025,0
,2023-03-10 00:39:00,1.0000025,1.0000025,1.00006475,1.0000025,0
,2023-03-10 00:40:00,1.00002754,1.0000025,1.00005531,1.0000025,0
,2023-03-10 00:41:00,1.00003924,1.00002754,1.00005479,1.0,0
,2023-03-10 00:42:00,1.00003574,1.00003924,1.00005749,1.0000025,0
,2023-03-10 00:43:00,1.00002625,1.00003574,1.00005829,1.00002084,0
,2023-03-10 00:44:00,1.0000025,1.00002625,1.00006579,1.0,0
,2023-03-10 00:45:00,1.0000125,1.0000025,1.00006529,1.0000025,0
,2023-03-10 00:46:00,1.0000075,1.0000125,1.0000475,1.0000025,0
,2023-03-10 00:47:00,1.00002,1.0000075,1.00004504,1.000005,0
,2023-03-10 00:48:00,1.00002,1.00002,1.00004,1.0000075,0
,2023-03-10 00:49:00,1.0000075,1.00002,1.00004,1.0000075,0
,2023-03-10 00:50:00,1.000015,1.0000075,1.00004,1.0000075,0
