c,time
1.007335,0
1.00734,1
1.00728,2
1.00733,3
1.00731,4
1.007275,5
1.00731,6
1.00733,7
1.00727591,8
1.00732,9
1.00738,10
1.00726,11
1.00734,12
1.007426,13
1.00745001,14
1.00745001,15
1.00745001,16
1.00729,17
1.00723,18
1.00715,19
1.00698,20
1.0069936,21
1.00699267,22
1.00691,23
1.00696,24
1.00696613,25
1.006885,26
1.00675832,27
1.00675411,28
1.00682999,29
1.00679476,30
1.00675037,31
1.0068001,32
1.006815,33
1.00678992,34
1.00675405,35
1.00677729,36
1.0067863,37
1.00679,38
1.006795,39
1.00675074,40
1.00669486,41
1.00672329,42
1.006778,43
1.00674424,44
1.00674544,45
1.00674417,46
1.006615,47
1.00648282,48
1.0065303,49
1.00659262,50
1.00645,51
1.00650392,52
1.00662999,53
1.00664,54
1.006665,55
1.00669,56
1.00675001,57
1.00671128,58
1.00670424,59
