c,time
1.009,0
1.00906999,1
1.00896001,2
1.00906,3
1.00903,4
1.00932336,5
1.0088985,6
1.00905999,7
1.00905,8
1.009047,9
1.00915,10
1.0089565,11
1.00892094,12
1.008809,13
1.00905,14
1.00885267,15
1.008823,16
1.008911,17
1.00901,18
1.00898,19
1.008623,20
1.008728,21
1.00909999,22
1.00918539,23
1.00928904,24
1.00915,25
1.00915,26
1.00911078,27
1.00916,28
1.00911,29
1.00914999,30
1.00921,31
1.00916,32
1.00918999,33
1.00938937,34
1.00933946,35
1.00958917,36
1.00952453,37
1.00973906,38
1.00939,39
1.00983896,40
1.00973906,41
1.00973906,42
1.00983896,43
1.00993886,44
1.00988886,45
1.00993886,46
1.00988,47
1.010036,48
1.009935,49
1.01003876,50
1.01013866,51
1.01013866,52
1.01003876,53
1.010043,54
1.00981001,55
1.00986,56
1.00986975,57
1.00994286,58
1.0097665,59
