s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2022-11-08 00:00:00,29.54885969,29.62187529,29.622074,29.53772915,0,2022-11-08 00:00:00.241,26593752,26593752,29.62114347,0.01385653,29.823903,0.6845094626591792,29.62114347,29.62114347,0.0,0.0467791866780354,False,0.0,no problemo
k,2022-11-08 00:01:00,29.61891988,29.54885969,29.64014423,29.54885969,0,2022-11-08 00:01:00.086,26593909,26593909,29.54817601,0.01442601,29.818947,0.9163712504906072,29.54817601,29.54817601,0.0,0.0488219983362688,False,0.0,no problemo
,2022-11-08 00:02:00,29.635,29.61891988,29.666564,29.61891988,0,2022-11-08 00:01:59.790,26594065,26594065,29.618739,0.01498844,29.815061,0.6628303791056012,29.618739,29.618739,0.0,0.0506045851580649,False,0.0,no problemo
,2022-11-08 00:03:00,29.63499999,29.635,29.63557377,29.585,0,2022-11-08 00:02:59.775,26594221,26594221,29.635,0.01624981,29.811882,0.5968685675721245,29.635,29.635,0.0,0.0548331702378943,False,0.0,no problemo
,2022-11-08 00:04:00,29.655,29.63499999,29.65880849,29.61994853,0,2022-11-08 00:04:00.016,26594378,26594378,29.63499999,0.01499999,29.808269,0.5846769362526276,29.63499999,29.63499999,0.0,0.0506157921547547,False,0.0,no problemo
,2022-11-08 00:05:00,29.66074068,29.655,29.66079733,29.6344319,0,2022-11-08 00:05:00.209,26594533,26594533,29.65517264,0.01517264,29.805201,0.5059095821874814,29.65517264,29.65517264,0.0,0.0511635530981012,False,0.0,no problemo
,2022-11-08 00:06:00,29.63814001,29.66074068,29.66442513,29.63,0,2022-11-08 00:05:59.954,26594689,26594689,29.65689743,0.01689743,29.802393,0.4905960589553072,29.65689743,29.65689743,0.0,0.0569763915456209,False,0.0,no problemo
,2022-11-08 00:07:00,29.648136,29.63814001,29.655,29.63814,0,2022-11-08 00:07:00.004,26594845,26594845,29.63803131,0.01678112,29.799457,0.5446572625272037,29.63803131,29.63803131,0.0,0.0566202249551507,False,0.0,no problemo
,2022-11-08 00:08:00,29.6812925,29.648136,29.688399,29.648136,0,2022-11-08 00:08:00.172,26595002,26595002,29.648136,0.016864,29.796508,0.5004429283513756,29.648136,29.648136,0.0,0.056880473025353,False,0.0,no problemo
,2022-11-08 00:09:00,29.66,29.67999999,29.68500099,29.65588705,0,2022-11-08 00:08:59.820,26595159,26595159,29.68160866,0.01429744,29.794075,0.3789091800525107,29.68160866,29.68160866,0.0,0.0481693568693523,False,0.0,no problemo
,2022-11-08 00:10:00,29.625,29.66,29.66747465,29.625,0,2022-11-08 00:10:00.111,26595317,26595317,29.66092152,0.01601577,29.791567,0.4404633211139755,29.66092152,29.66092152,0.0,0.0539961982947858,False,0.0,no problemo
,2022-11-08 00:11:00,29.55864468,29.625,29.625,29.55481441,0,2022-11-08 00:10:59.960,26595474,26595474,29.62772923,0.02227075,29.788953,0.5441651256781094,29.62772923,29.62772923,0.0,0.0751686024504686,False,0.0,no problemo
