s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2022-05-11 00:00:00,2340.98510749,2340.40012399,2341.545,2339.87856847,0,2022-05-11 00:00:00.427,133330588,133330588,2340.40012399,1.24028062,2330.558,0.4205316812759639,2340.40012399,2340.40012399,0.0,0.0529943836221271,False,0.0,no problemo
k,2022-05-11 00:01:00,2344.44827144,2341.0,2344.45413571,2339.87666666,0,2022-05-11 00:01:00.026,133330672,133330672,2341.0,1.32,2330.70262,0.4398709953011522,2341.0,2341.0,0.0,0.0563861597607859,False,0.0,no problemo
,2022-05-11 00:02:00,2345.42,2344.06,2347.92697583,2344.06,0,2022-05-11 00:01:59.921,133330758,133330758,2344.44827144,0.95827145,2330.84468,0.5802470289371916,2344.44827144,2344.44827144,0.0,0.0408740709562089,False,0.0,no problemo
,2022-05-11 00:03:00,2337.89202519,2345.34,2345.34,2337.49,0,2022-05-11 00:02:59.097,133330855,133330855,2345.42,1.60074621,2331.03155,0.6134700821174852,2345.42,2345.42,0.0,0.0682498746493165,False,0.0,no problemo
,2022-05-11 00:04:00,2344.35999999,2338.88124999,2344.35999999,2338.88124999,0,2022-05-11 00:03:58.632,133330909,133330909,2337.89202519,1.23202519,2331.09546,0.2907133912417343,2337.89202519,2337.89202519,0.0,0.0526981219288719,False,0.0,no problemo
,2022-05-11 00:05:00,2340.48462264,2344.41542071,2345.99999999,2340.48462264,0,2022-05-11 00:05:01.239,133331019,133331019,2344.41542071,0.92542071,2331.2352,0.5621964688326595,2344.41542071,2344.41542071,0.0,0.0394734099522233,False,0.0,no problemo
,2022-05-11 00:06:00,2346.05249999,2339.8500075,2347.67592686,2339.8500075,0,2022-05-11 00:05:58.669,133331100,133331100,2340.48462264,1.19371069,2331.36172,0.3897869078802041,2340.48462264,2340.48462264,0.0,0.0510027144999367,False,0.0,no problemo
,2022-05-11 00:07:00,2343.77166666,2346.02,2346.02,2343.77166666,0,2022-05-11 00:07:00.466,133331207,133331207,2346.02,1.38833332,2331.53441,0.6174538153979836,2346.02,2346.02,0.0,0.059178238889694,False,0.0,no problemo
,2022-05-11 00:08:00,2346.535,2343.2950025,2346.91999999,2341.12525,0,2022-05-11 00:07:58.853,133331284,133331284,2343.77166666,1.10866666,2331.68215,0.5158146090752967,2343.77166666,2343.77166666,0.0,0.0473026735398636,False,0.0,no problemo
,2022-05-11 00:09:00,2345.5,2346.535,2347.77,2344.23753875,0,2022-05-11 00:08:59.079,133331383,133331383,2346.535,1.15821845,2331.85469,0.6256164941072575,2346.535,2346.535,0.0,0.0493586692719264,False,0.0,no problemo
,2022-05-11 00:10:00,2341.09499999,2345.145915,2345.145915,2341.01999999,0,2022-05-11 00:10:00.242,133331473,133331473,2345.145915,1.414085,2332.02372,0.5595470591432226,2345.145915,2345.145915,0.0,0.0602983801969524,False,0.0,no problemo
,2022-05-11 00:11:00,2335.72875375,2341.09499999,2341.09499999,2335.72875375,0,2022-05-11 00:10:59.832,133331562,133331562,2341.09499999,1.04500001,2332.16967,0.3812459549927622,2341.09499999,2341.09499999,0.0,0.0446372321501034,False,0.0,no problemo
,2022-05-11 00:12:00,2331.67999998,2334.73999999,2334.73999999,2330.4500075,0,2022-05-11 00:11:58.768,133331649,133331649,2335.72875375,1.95124625,2332.23963,0.1493805196514501,2335.72875375,2335.72875375,0.0,0.0835390773379522,False,0.0,no problemo
,2022-05-11 00:13:00,2332.67774799,2331.29263875,2333.835,2329.8751421,0,2022-05-11 00:13:00.451,133331739,133331739,2331.29263875,1.6006516400000002,2332.2394,0.0406109998488829,2331.29263875,2331.29263875,0.0,0.0686594043748296,False,0.0,no problemo
