c,time
1.0001025,0
1.00006357,1
1.00009625,2
1.00007725,3
1.0000175,4
1.00001,5
0.99999999,6
1.0,7
1.0000175,8
1.0,9
0.99999999,10
1.0,11
1.0000104,12
1.0000175,13
1.00001726,14
1.000017,15
1.000025,16
0.99999999,17
1.0,18
0.99999999,19
0.99999999,20
0.99999999,21
1.00001776,22
1.00000044,23
0.99999999,24
0.99998353,25
0.99999999,26
1.000005,27
0.99999984,28
1.00000917,29
0.99999925,30
0.99999999,31
1.00000871,32
1.000022,33
1.0000175,34
1.00001495,35
1.000015,36
0.99999999,37
0.99998402,38
0.99999045,39
0.99999999,40
0.99999534,41
0.99998924,42
1.000015,43
1.000015,44
1.000046,45
1.00003684,46
1.00004776,47
1.00005074,48
1.00003252,49
1.00005,50
1.00004,51
1.00005001,52
1.00004857,53
1.00005,54
1.00003658,55
1.00003,56
1.00002,57
1.00005,58
1.00005,59
1.009226,0
1.00936,1
1.00955,2
1.00967,3
1.00987,4
1.00967874,5
1.00977941,6
1.00945824,7
1.009412,8
1.00951,9
1.00950999,10
1.009806,11
1.00975,12
1.00986,13
1.00951126,14
1.00935001,15
1.00935001,16
1.00927609,17
1.00939723,18
1.009385,19
1.009761,20
1.01009794,21
1.01014559,22
1.0103,23
1.01012166,24
1.00999,25
1.009983,26
1.010025,27
1.01007,28
1.01008,29
1.01,30
1.010049,31
1.010091,32
1.01005,33
1.01032038,34
1.01044835,35
1.0109,36
1.01080732,37
1.010751,38
1.010789,39
1.0107,40
1.01083583,41
1.01083,42
1.01081,43
1.011,44
1.01109999,45
1.01112991,46
1.0112,47
1.01118,48
1.01124,49
1.01111894,50
1.01110074,51
1.011059,52
1.01094667,53
1.01093,54
1.01071906,55
1.01073999,56
1.010655,57
1.0107165,58
1.010645,59
