time,price,maxprice,minprice,use_spread,problem_indicator
0,1407.65,1407.65,1407.65,False,no problemo
1,1407.55,1407.55,1407.55,False,no problemo
3,1407.30925535,1407.30925535,1407.30925535,False,no problemo
3,1407.605,1407.605,1407.605,False,no problemo
5,1407.34714397,1407.34714397,1407.34714397,False,no problemo
6,1407.95,1407.95,1407.95,False,no problemo
7,1408.75473172,1408.75473172,1408.75473172,False,no problemo
8,1409.0,1409.0,1409.0,False,no problemo
8,1409.11303348,1409.11303348,1409.11303348,False,no problemo
9,1408.4175,1408.4175,1408.4175,False,no problemo
11,1407.73018375,1407.73018375,1407.73018375,False,no problemo
11,1408.1,1408.1,1408.1,False,no problemo
13,1407.7,1407.7,1407.7,False,no problemo
14,1407.765,1407.765,1407.765,False,no problemo
14,1407.7725,1407.7725,1407.7725,False,no problemo
16,1407.325,1407.325,1407.325,False,no problemo
16,1407.34,1407.34,1407.34,False,no problemo
18,1406.09999999,1406.09999999,1406.09999999,False,no problemo
19,1406.19999999,1406.19999999,1406.19999999,False,no problemo
19,1407.8,1407.8,1407.8,False,no problemo
21,1408.36250075,1408.36250075,1408.36250075,False,no problemo
21,1407.3492534,1407.3492534,1407.3492534,False,no problemo
23,1407.215,1407.215,1407.215,False,no problemo
23,1407.3,1407.3,1407.3,False,no problemo
24,1407.01,1407.01,1407.01,False,no problemo
26,1407.24754461,1407.24754461,1407.24754461,False,no problemo
26,1407.1,1407.1,1407.1,False,no problemo
27,1407.125,1407.125,1407.125,False,no problemo
29,1405.4,1405.4,1405.4,False,no problemo
29,1405.40000001,1405.40000001,1405.40000001,False,no problemo
31,1405.935,1405.935,1405.935,False,no problemo
31,1406.5,1406.5,1406.5,False,no problemo
32,1407.28250075,1407.28250075,1407.28250075,False,no problemo
34,1406.96,1406.96,1406.96,False,no problemo
34,1406.92,1406.92,1406.92,False,no problemo
36,1406.06500074,1406.06500074,1406.06500074,False,no problemo
36,1406.415,1406.415,1406.415,False,no problemo
38,1406.96,1406.96,1406.96,False,no problemo
39,1406.53250074,1406.53250074,1406.53250074,False,no problemo
40,1407.1046456,1407.1046456,1407.1046456,False,no problemo
41,1407.7965707,1407.7965707,1407.7965707,False,no problemo
41,1407.90250075,1407.90250075,1407.90250075,False,no problemo
42,1407.51480203,1407.51480203,1407.51480203,False,no problemo
44,1408.09313222,1408.09313222,1408.09313222,False,no problemo
45,1408.59,1408.59,1408.59,False,no problemo
45,1409.1925,1409.1925,1409.1925,False,no problemo
46,1408.40000001,1408.40000001,1408.40000001,False,no problemo
47,1408.455,1408.455,1408.455,False,no problemo
48,1408.22499999,1408.22499999,1408.22499999,False,no problemo
50,1408.48175352,1408.48175352,1408.48175352,False,no problemo
50,1408.34,1408.34,1408.34,False,no problemo
51,1408.835,1408.835,1408.835,False,no problemo
52,1409.12500074,1409.12500074,1409.12500074,False,no problemo
54,1409.33502818,1409.33502818,1409.33502818,False,no problemo
54,1408.73792959,1408.73792959,1408.73792959,False,no problemo
56,1408.6925,1408.6925,1408.6925,False,no problemo
56,1408.62,1408.62,1408.62,False,no problemo
57,1408.78499999,1408.78499999,1408.78499999,False,no problemo
58,1409.315,1409.315,1409.315,False,no problemo
