s,t,c,o,h,l,v
o,2023-03-10 00:00:00,0.99995971,0.99997805,0.99998666,0.99995971,0
k,2023-03-10 00:01:00,0.99995001,0.99996942,0.99998632,0.999945,0
,2023-03-10 00:02:00,0.99995001,0.99995001,1.0,0.99995001,0
,2023-03-10 00:03:00,0.99995001,0.99995001,0.9999847,0.9999325,0
,2023-03-10 00:04:00,0.99995001,0.99995001,0.99996939,0.99994,0
,2023-03-10 00:05:00,0.99996938,0.99995001,0.99996942,0.99993944,0
,2023-03-10 00:06:00,0.99995,0.99995969,0.99997503,0.9999225,0
,2023-03-10 00:07:00,1.00000119,0.99995,1.00000119,0.99995,0
,2023-03-10 00:08:00,0.99995495,1.00000119,1.00000119,0.99995001,0
,2023-03-10 00:09:00,0.99999008,0.99995495,1.00000341,0.99995495,0
,2023-03-10 00:10:00,0.99998018,0.99999008,1.00000333,0.99995556,0
,2023-03-10 00:11:00,0.99996507,0.99998018,0.99999009,0.99995,0
,2023-03-10 00:12:00,0.99995001,0.99998013,1.0,0.9999375,0
,2023-03-10 00:13:00,0.99996999,0.99995001,1.0,0.99993944,0
,2023-03-10 00:14:00,0.99995,0.99996999,0.99998499,0.99994456,0
,2023-03-10 00:15:00,0.99995001,0.99994722,0.99996988,0.9999325,0
,2023-03-10 00:16:00,0.99995,0.99995001,0.99995251,0.99993562,0
,2023-03-10 00:17:00,0.99994,0.99995001,0.99997869,0.999935,0
,2023-03-10 00:18:00,0.99998666,0.99994,0.99998971,0.99994,0
,2023-03-10 00:19:00,0.999998,0.99998666,0.999999,0.999965,0
,2023-03-10 00:20:00,0.99998269,0.999998,1.0,0.99995001,0
,2023-03-10 00:21:00,0.99995001,0.99998269,0.999998,0.999935,0
,2023-03-10 00:22:00,0.99996816,0.99995001,0.99997785,0.99993888,0
,2023-03-10 00:23:00,0.99995001,0.99996816,0.99997564,0.99994444,0
,2023-03-10 00:24:00,0.99994,0.99995001,0.99996802,0.99993944,0
,2023-03-10 00:25:00,0.99995001,0.99994,0.99995501,0.9999375,0
,2023-03-10 00:26:00,0.99995501,0.99995001,0.99995501,0.99995001,0
,2023-03-10 00:27:00,0.99996627,0.99995501,0.99996627,0.99995001,0
,2023-03-10 00:28:00,0.99995001,0.99996627,0.99996627,0.99995001,0
,2023-03-10 00:29:00,0.99995501,0.99995001,0.99995501,0.99995001,0
