s,t,c,o,h,l,v
o,2023-06-20 00:00:00,0.99974249,0.99974698,0.99976999,0.999725,0
k,2023-06-20 00:01:00,0.99974724,0.99974249,0.99978,0.99974249,0
,2023-06-20 00:02:00,0.99973,0.99974724,0.99979,0.99972,0
,2023-06-20 00:03:00,0.999775,0.99973,0.999775,0.99973,0
,2023-06-20 00:04:00,0.99976999,0.999775,0.99978,0.99973666,0
,2023-06-20 00:05:00,0.99976999,0.99976999,0.99978,0.9997505,0
,2023-06-20 00:06:00,0.99975999,0.99976999,0.999785,0.99975999,0
,2023-06-20 00:07:00,0.99976999,0.99977,0.9998,0.99973333,0
,2023-06-20 00:08:00,0.99977999,0.999775,0.99978,0.99976999,0
,2023-06-20 00:09:00,0.999775,0.99977999,0.99979,0.99975999,0
,2023-06-20 00:10:00,0.999775,0.99976053,0.99979,0.99976,0
,2023-06-20 00:11:00,0.99978,0.99977611,0.99979,0.99976658,0
,2023-06-20 00:12:00,0.999775,0.99978,0.999795,0.9997675,0
,2023-06-20 00:13:00,0.99978,0.999775,0.999795,0.999755,0
,2023-06-20 00:14:00,0.99976,0.99978,0.99979965,0.99974999,0
,2023-06-20 00:15:00,0.99975843,0.99976,0.99978,0.99975,0
,2023-06-20 00:16:00,0.99978,0.99977,0.99979,0.99975,0
,2023-06-20 00:17:00,0.99978,0.99978,0.99979,0.99975,0
,2023-06-20 00:18:00,0.9997505,0.99978,0.99978828,0.99974999,0
,2023-06-20 00:19:00,0.99974999,0.9997505,0.99978,0.999745,0
,2023-06-20 00:20:00,0.99977088,0.99974999,0.999775,0.99973254,0
,2023-06-20 00:21:00,0.99974333,0.99977088,0.999775,0.99973666,0
,2023-06-20 00:22:00,0.99974,0.99974333,0.99977,0.99972,0
,2023-06-20 00:23:00,0.99974755,0.99974,0.99978,0.99970008,0
,2023-06-20 00:24:00,0.99973,0.99973,0.99978,0.99970008,0
,2023-06-20 00:25:00,0.99976376,0.99971472,0.99978697,0.99971,0
,2023-06-20 00:26:00,0.99976,0.99974844,0.99976352,0.9997,0
,2023-06-20 00:27:00,0.99970998,0.99976,0.99977,0.999675,0
,2023-06-20 00:28:00,0.99967999,0.99970998,0.99975842,0.99967999,0
,2023-06-20 00:29:00,0.999685,0.999685,0.99970499,0.99967999,0
,2023-06-20 00:30:00,0.999685,0.999685,0.99975,0.99967499,0
,2023-06-20 00:31:00,0.99969499,0.999685,0.999755,0.99967712,0
,2023-06-20 00:32:00,0.99968999,0.99969499,0.999735,0.99968487,0
,2023-06-20 00:33:00,0.99969919,0.99968999,0.99974,0.99968276,0
,2023-06-20 00:34:00,0.99968999,0.99969919,0.999745,0.999675,0
,2023-06-20 00:35:00,0.99973,0.99968999,0.99978,0.99968749,0
,2023-06-20 00:36:00,0.999704,0.99970499,0.99974999,0.99969519,0
,2023-06-20 00:37:00,0.99969998,0.99970499,0.99974999,0.99969998,0
,2023-06-20 00:38:00,0.99972115,0.99969998,0.99974,0.99968999,0
,2023-06-20 00:39:00,0.99969999,0.999705,0.99972,0.9996887,0
,2023-06-20 00:40:00,0.99968,0.9996887,0.99974,0.99968,0
,2023-06-20 00:41:00,0.99968999,0.99968,0.99978,0.99968,0
,2023-06-20 00:42:00,0.99967999,0.99968999,0.99973147,0.99967999,0
,2023-06-20 00:43:00,0.999685,0.99967999,0.99972,0.99967999,0
,2023-06-20 00:44:00,0.99968002,0.999685,0.99972245,0.99968,0
,2023-06-20 00:45:00,0.99972,0.99968002,0.99972,0.99967999,0
,2023-06-20 00:46:00,0.999725,0.99972,0.999745,0.99967999,0
,2023-06-20 00:47:00,0.99969667,0.9997,0.99972556,0.99966999,0
,2023-06-20 00:48:00,0.999685,0.99969667,0.999725,0.99966999,0
,2023-06-20 00:49:00,0.99968,0.999685,0.99971851,0.99966999,0
,2023-06-20 00:50:00,0.99972173,0.99968,0.999725,0.99966,0
,2023-06-20 00:51:00,0.99967999,0.999725,0.999725,0.99965,0
,2023-06-20 00:52:00,0.99965,0.99967999,0.999725,0.99965,0
,2023-06-20 00:53:00,0.99965,0.99965,0.99976437,0.99965,0
,2023-06-20 00:54:00,0.9996475,0.99965,0.99970452,0.9996475,0
,2023-06-20 00:55:00,0.99969999,0.9996475,0.99974,0.9996475,0
,2023-06-20 00:56:00,0.99968499,0.99969999,0.999735,0.999655,0
,2023-06-20 00:57:00,0.99969999,0.99965999,0.99974,0.99965999,0
,2023-06-20 00:58:00,0.99966999,0.99967224,0.999735,0.99965,0
,2023-06-20 00:59:00,0.99969082,0.99966999,0.99978,0.99965,0
,2023-06-20 01:00:00,0.99966999,0.99971449,0.99977147,0.99965,0
,2023-06-20 01:01:00,0.99966,0.99966999,0.999687,0.99965,0
,2023-06-20 01:02:00,0.999655,0.99966,0.99967,0.99965,0
,2023-06-20 01:03:00,0.99967999,0.99966,0.99969999,0.999655,0
,2023-06-20 01:04:00,0.99969999,0.99967999,0.9997,0.99966499,0
,2023-06-20 01:05:00,0.99969999,0.99969999,0.99971,0.99968,0
,2023-06-20 01:06:00,0.9997,0.999695,0.99973,0.999695,0
,2023-06-20 01:07:00,0.99972,0.9997,0.99974,0.999685,0
,2023-06-20 01:08:00,0.99967499,0.99972,0.99977,0.99967499,0
,2023-06-20 01:09:00,0.99968249,0.99968249,0.99971,0.99968082,0
,2023-06-20 01:10:00,0.99969044,0.99968249,0.9997004,0.99967499,0
,2023-06-20 01:11:00,0.99967499,0.99969666,0.999735,0.999665,0
,2023-06-20 01:12:00,0.99967999,0.99967499,0.99970999,0.9996675,0
,2023-06-20 01:13:00,0.9997004,0.99967999,0.999735,0.9996675,0
,2023-06-20 01:14:00,0.99969999,0.9997004,0.99973209,0.99967,0
,2023-06-20 01:15:00,0.99969499,0.99969999,0.99979937,0.9996675,0
,2023-06-20 01:16:00,0.99969999,0.99969499,0.999735,0.9996675,0
,2023-06-20 01:17:00,0.99967999,0.99969999,0.999735,0.99967,0
,2023-06-20 01:18:00,0.99967,0.99967999,0.99972,0.999665,0
,2023-06-20 01:19:00,0.99967999,0.99967,0.99976042,0.99967,0
,2023-06-20 01:20:00,0.99967999,0.99967999,0.999725,0.99967,0
,2023-06-20 01:21:00,0.99969866,0.99967999,0.9997,0.99966,0
,2023-06-20 01:22:00,0.99967999,0.9997,0.99971499,0.99965861,0
,2023-06-20 01:23:00,0.99967999,0.9997,0.999734,0.99965765,0
,2023-06-20 01:24:00,0.99967999,0.99967404,0.99968503,0.999655,0
,2023-06-20 01:25:00,0.99967681,0.99967999,0.99973,0.99966999,0
,2023-06-20 01:26:00,0.99967,0.99967681,0.999755,0.99966834,0
,2023-06-20 01:27:00,0.99967999,0.99967,0.99970999,0.99965,0
,2023-06-20 01:28:00,0.99967999,0.99967999,0.99973409,0.99967999,0
,2023-06-20 01:29:00,0.99967999,0.99969999,0.99978,0.99966438,0
,2023-06-20 01:30:00,0.99967,0.99967999,0.99971,0.99966499,0
,2023-06-20 01:31:00,0.99974946,0.99967,0.99978,0.999665,0
,2023-06-20 01:32:00,0.99967445,0.99974946,0.99974946,0.99966499,0
,2023-06-20 01:33:00,0.99968543,0.99968286,0.99975483,0.999665,0
