s,t,c,o,h,l,v
o,2022-05-11 00:00:00,0.999635,0.9995595,0.9996505,0.99955475,0
k,2022-05-11 00:01:00,0.99965,0.99963962,0.9996505,0.999575,0
,2022-05-11 00:02:00,0.99965,0.99965,0.99965037,0.99955,0
,2022-05-11 00:03:00,0.99965,0.99965,0.99965854,0.99964,0
,2022-05-11 00:04:00,0.99965001,0.99965,0.99977,0.9996,0
,2022-05-11 00:05:00,0.99965001,0.99965,0.9996505,0.99955,0
,2022-05-11 00:06:00,0.99965,0.99965,0.9996505,0.9996,0
,2022-05-11 00:07:00,0.9996,0.99965,0.9996513,0.999575,0
,2022-05-11 00:08:00,0.99965,0.999625,0.99965062,0.999615,0
,2022-05-11 00:09:00,0.99965,0.99965,0.99972037,0.99962432,0
,2022-05-11 00:10:00,0.99965,0.99965,0.99970034,0.99962219,0
,2022-05-11 00:11:00,0.999625,0.99965,0.99965062,0.999625,0
,2022-05-11 00:12:00,0.99962308,0.99963,0.99965,0.9995605,0
,2022-05-11 00:13:00,0.99964,0.99961892,0.99965025,0.99961353,0
,2022-05-11 00:14:00,0.99965,0.99962733,0.99965001,0.99962733,0
,2022-05-11 00:15:00,0.99959999,0.99965,0.99970021,0.9995605,0
,2022-05-11 00:16:00,0.99965565,0.99959999,0.9997015,0.99956075,0
,2022-05-11 00:17:00,0.99964021,0.99965565,0.99965565,0.999625,0
,2022-05-11 00:18:00,0.99965,0.99964644,0.99966222,0.99961762,0
,2022-05-11 00:19:00,0.99965,0.99965,0.99965025,0.99955525,0
,2022-05-11 00:20:00,0.99965,0.99964025,0.99965786,0.99964025,0
,2022-05-11 00:21:00,0.99965,0.99965,0.99965,0.9996305,0
,2022-05-11 00:22:00,0.99965,0.99965,0.9996505,0.9996,0
,2022-05-11 00:23:00,0.9996355,0.99965,0.99965796,0.9996155,0
,2022-05-11 00:24:00,0.99955525,0.99964,0.9996505,0.99955525,0
,2022-05-11 00:25:00,0.99965025,0.99963809,0.99974996,0.99963809,0
,2022-05-11 00:26:00,0.99965537,0.99965075,0.99974993,0.99965,0
,2022-05-11 00:28:00,0.99964,0.99965,0.99965075,0.99964,0
,2022-05-11 00:29:00,0.99965,0.99964,0.99968346,0.9995605,0
,2022-05-11 00:30:00,0.99965062,0.99965,0.99967025,0.99965,0
,2022-05-11 00:31:00,0.99965075,0.99965,0.99965075,0.99965,0
,2022-05-11 00:32:00,0.9996505,0.99965062,0.99969,0.99965,0
,2022-05-11 00:33:00,0.99965062,0.9996505,0.99967025,0.99965,0
,2022-05-11 00:34:00,0.99965075,0.99965062,0.99967,0.99965,0
,2022-05-11 00:35:00,0.9996728,0.99965203,0.99969,0.99965,0
,2022-05-11 00:36:00,0.99966737,0.9996728,0.9996728,0.99965,0
,2022-05-11 00:37:00,0.99965,0.99965062,0.99967098,0.99965,0
,2022-05-11 00:38:00,0.99965025,0.9996505,0.99965075,0.999555,0
,2022-05-11 00:39:00,0.99965,0.99965025,0.9997,0.999575,0
,2022-05-11 00:40:00,0.999675,0.99965075,0.999675,0.99963573,0
,2022-05-11 00:41:00,0.99965,0.999675,0.99970413,0.9996405,0
,2022-05-11 00:42:00,0.99964061,0.99965,0.99965037,0.99960525,0
,2022-05-11 00:43:00,0.99965518,0.99965,0.99974996,0.99965,0
,2022-05-11 00:44:00,0.99965,0.99965075,0.99968,0.99965,0
,2022-05-11 00:45:00,0.99965038,0.99969997,0.99969997,0.99965,0
,2022-05-11 00:46:00,0.99965,0.99965001,0.99965906,0.999631,0
,2022-05-11 00:47:00,0.99965,0.99965,0.99965001,0.999645,0
,2022-05-11 00:48:00,0.99968,0.99965,0.99969996,0.9996495,0
