s,t,c,o,h,l,v
,2022-11-08 03:17:00,1.00015008,1.00015008,1.0001745,1.00015004,0
,2022-11-08 03:18:00,1.0001525,1.00015008,1.0001525,1.00015008,0
,2022-11-08 03:19:00,1.000165,1.0001525,1.00017999,1.00015075,0
,2022-11-08 03:20:00,1.00015075,1.00015075,1.000165,1.00015041,0
,2022-11-08 03:21:00,1.000151,1.00015075,1.000185,1.00015075,0
,2022-11-08 03:22:00,1.00015075,1.000151,1.000175,1.00013655,0
,2022-11-08 03:23:00,1.00016935,1.00015075,1.0001983,1.00015004,0
,2022-11-08 03:24:00,1.00018823,1.00016935,1.00022837,1.00016935,0
,2022-11-08 03:25:00,1.00017374,1.00018823,1.00023786,1.00017374,0
,2022-11-08 03:26:00,1.00021767,1.00017374,1.00023511,1.00017374,0
,2022-11-08 03:27:00,1.0001725,1.00021767,1.00028,1.00015075,0
,2022-11-08 03:28:00,1.00022005,1.0001725,1.00027953,1.0001725,0
,2022-11-08 03:29:00,1.00021209,1.00022005,1.00026255,1.00020511,0
,2022-11-08 03:30:00,1.00020686,1.00021209,1.00024709,1.00020686,0
,2022-11-08 03:31:00,1.00021941,1.00020686,1.00023186,1.00020593,0
,2022-11-08 03:32:00,1.00017537,1.00021941,1.00024442,1.00017537,0
,2022-11-08 03:33:00,1.00019538,1.00017537,1.00022488,1.00015537,0
,2022-11-08 03:34:00,1.0002636,1.00019538,1.00027432,1.00019538,0
,2022-11-08 03:35:00,1.00026038,1.0002636,1.00027907,1.00025038,0
,2022-11-08 03:36:00,1.00027767,1.00026038,1.00027907,1.00026038,0
,2022-11-08 03:37:00,1.00026558,1.00027767,1.00029029,1.00025,0
,2022-11-08 03:38:00,1.0002513,1.00026558,1.0002832,1.00025038,0
,2022-11-08 03:39:00,1.00026087,1.0002513,1.00026393,1.00025,0
,2022-11-08 03:40:00,1.00025038,1.00025038,1.000271,1.00025,0
,2022-11-08 03:41:00,1.00025038,1.00025038,1.0002668,1.00025,0
,2022-11-08 03:42:00,1.0002472,1.00025038,1.00026246,1.0002472,0
,2022-11-08 03:43:00,1.00024534,1.0002472,1.00025038,1.00023837,0
,2022-11-08 03:44:00,1.0002485,1.00024534,1.00025,1.00023,0
,2022-11-08 03:45:00,1.00025,1.00024523,1.00025419,1.00022433,0
,2022-11-08 03:46:00,1.00025,1.00025,1.00025337,1.00023139,0
,2022-11-08 03:47:00,1.000185,1.00025,1.000253,1.000185,0
,2022-11-08 03:48:00,1.00018457,1.000185,1.00025,1.00014762,0
,2022-11-08 03:49:00,1.00025001,1.00018457,1.000259,1.00017062,0
,2022-11-08 03:50:00,1.00025,1.00025001,1.00029037,1.000233,0
,2022-11-08 03:51:00,1.00025,1.00025,1.00025,1.000225,0
,2022-11-08 03:52:00,1.00025,1.00025,1.00025,1.00021999,0
,2022-11-08 03:53:00,1.00025,1.00025,1.0002595,1.00022127,0
,2022-11-08 03:54:00,1.00025,1.00025,1.00025,1.00025,0
,2022-11-08 03:55:00,1.00025,1.00025,1.00025,1.00025,0
,2022-11-08 03:56:00,1.000225,1.00025,1.00025,1.000225,0
,2022-11-08 03:57:00,1.0002472,1.00024779,1.00025,1.00018999,0
,2022-11-08 03:58:00,1.00020825,1.00023941,1.00024627,1.00020034,0
,2022-11-08 03:59:00,1.00022325,1.00020825,1.00022523,1.00018627,0
,2022-11-08 04:00:00,1.00023941,1.00022325,1.00025038,1.00021882,0
,2022-11-08 04:01:00,1.0002422,1.00023941,1.00025,1.000225,0
,2022-11-08 04:02:00,1.0002436,1.00023662,1.00025,1.00023662,0
,2022-11-08 04:03:00,1.00025,1.0002436,1.00025038,1.0002255,0
,2022-11-08 04:04:00,1.000245,1.00025,1.00025038,1.00023104,0
,2022-11-08 04:05:00,1.00025075,1.000245,1.00025075,1.00022581,0
,2022-11-08 04:06:00,1.000243,1.00025075,1.00025372,1.000243,0
,2022-11-08 04:07:00,1.00025,1.000243,1.00025,1.00020883,0
,2022-11-08 04:08:00,1.00025001,1.00025,1.00025001,1.00023779,0
,2022-11-08 04:09:00,1.00019233,1.00025001,1.00025001,1.00019233,0
,2022-11-08 04:10:00,1.00023744,1.00019233,1.00025,1.00019094,0
,2022-11-08 04:11:00,1.00025038,1.00023744,1.00026537,1.00018546,0
,2022-11-08 04:12:00,1.00028999,1.00025038,1.00028999,1.000235,0
,2022-11-08 04:13:00,1.00027162,1.00028952,1.00030049,1.00027162,0
,2022-11-08 04:14:00,1.00029104,1.00027162,1.00029673,1.00025212,0
,2022-11-08 04:15:00,1.00028999,1.00029104,1.00030049,1.00027212,0
,2022-11-08 04:16:00,1.00029383,1.00028999,1.00030581,1.00028883,0
,2022-11-08 04:17:00,1.0002695,1.00029383,1.00030546,1.0002,0
,2022-11-08 04:18:00,1.00024779,1.0002745,1.0002929,1.00024779,0
,2022-11-08 04:19:00,1.00024116,1.00024779,1.00025,1.0002172,0
,2022-11-08 04:20:00,1.00022127,1.00024116,1.00025,1.00021301,0
,2022-11-08 04:21:00,1.00023779,1.00022127,1.00024639,1.00019999,0
,2022-11-08 04:22:00,1.00025,1.00023779,1.00025001,1.00023779,0
,2022-11-08 04:23:00,1.00024511,1.00025,1.00025,1.00024511,0
,2022-11-08 04:24:00,1.00023453,1.00024511,1.00025,1.00021113,0
,2022-11-08 04:25:00,1.00025,1.000235,1.00025,1.00023,0
,2022-11-08 04:26:00,1.00025,1.00025,1.00025004,1.00025,0
,2022-11-08 04:27:00,1.00025004,1.00025,1.00025041,1.00024441,0
,2022-11-08 04:28:00,1.00025001,1.00025004,1.00025004,1.00025,0
,2022-11-08 04:29:00,1.00025,1.00025001,1.00025008,1.00025,0
,2022-11-08 04:30:00,1.00025041,1.00025,1.00025537,1.00025,0
,2022-11-08 04:31:00,1.00031866,1.00025041,1.00032366,1.00025004,0
,2022-11-08 04:32:00,1.0003429,1.00031616,1.0003793,1.00031616,0
,2022-11-08 04:33:00,1.00035117,1.0003639,1.0003639,1.00030365,0
,2022-11-08 04:34:00,1.00037002,1.00035117,1.00038002,1.00029476,0
,2022-11-08 04:35:00,1.00030976,1.00037002,1.00037002,1.00029,0
,2022-11-08 04:36:00,1.00030122,1.00030976,1.00031534,1.00027749,0
,2022-11-08 04:37:00,1.00028538,1.00030122,1.00030398,1.00025008,0
,2022-11-08 04:38:00,1.00027525,1.00028538,1.00029283,1.00025537,0
,2022-11-08 04:39:00,1.00026823,1.00027525,1.00028712,1.00025041,0
,2022-11-08 04:40:00,1.00025041,1.00026823,1.0003,1.00025004,0
,2022-11-08 04:41:00,1.00025041,1.00025041,1.00026216,1.00025004,0
,2022-11-08 04:42:00,1.00025041,1.00025041,1.00026216,1.00025041,0
,2022-11-08 04:43:00,1.00022499,1.00025041,1.00026216,1.00021499,0
,2022-11-08 04:44:00,1.00025004,1.000225,1.00025004,1.00019999,0
,2022-11-08 04:45:00,1.00027258,1.00025004,1.00027537,1.00025004,0
,2022-11-08 04:46:00,1.00026537,1.00027258,1.00028433,1.00026002,0
,2022-11-08 04:47:00,1.00026537,1.00026537,1.00027537,1.00025001,0
,2022-11-08 04:48:00,1.00026839,1.00026037,1.00028235,1.00025537,0
,2022-11-08 04:49:00,1.00026037,1.00026839,1.00028712,1.00025537,0
,2022-11-08 04:50:00,1.00025075,1.00026037,1.00029999,1.00025075,0
,2022-11-08 04:51:00,1.00025537,1.00025075,1.00028,1.00025075,0
,2022-11-08 04:52:00,1.00027421,1.00025537,1.00027537,1.00025038,0
,2022-11-08 04:53:00,1.00035,1.00027421,1.00035,1.00026537,0
,2022-11-08 04:54:00,1.00033069,1.00035,1.00035,1.00030208,0
,2022-11-08 04:55:00,1.00035,1.00033069,1.00035,1.00030069,0
,2022-11-08 04:56:00,1.00033732,1.00035,1.00035,1.000325,0
,2022-11-08 04:57:00,1.00033034,1.00033732,1.0003443,1.0003,0
,2022-11-08 04:58:00,1.00027037,1.00033034,1.00033034,1.00019999,0
,2022-11-08 04:59:00,1.00022,1.00027037,1.00028712,1.00021575,0
,2022-11-08 05:00:00,1.00028546,1.00022,1.0003,1.00018,0
,2022-11-08 05:01:00,1.00029285,1.00028546,1.00030928,1.00027546,0
,2022-11-08 05:02:00,1.00028928,1.00029285,1.00031581,1.00028214,0
,2022-11-08 05:03:00,1.0002922,1.00028928,1.00031093,1.00028398,0
,2022-11-08 05:04:00,1.00029,1.0002922,1.0003,1.00027883,0
,2022-11-08 05:05:00,1.00030325,1.00029,1.00030825,1.00028428,0
,2022-11-08 05:06:00,1.00026,1.00030325,1.00031651,1.00026,0
,2022-11-08 05:07:00,1.00025423,1.00026,1.00028,1.0001605,0
,2022-11-08 05:08:00,1.00025868,1.00025423,1.00028212,1.0002314,0
,2022-11-08 05:09:00,1.00027106,1.00025868,1.00028171,1.00023492,0
,2022-11-08 05:10:00,1.00027097,1.00027106,1.0003,1.00025123,0
,2022-11-08 05:11:00,1.00023895,1.00027097,1.0002835,1.00020434,0
,2022-11-08 05:12:00,1.00029499,1.0002677,1.00029499,1.00024723,0
,2022-11-08 05:13:00,1.00025296,1.00029499,1.00030127,1.00024443,0
,2022-11-08 05:14:00,1.00026813,1.00025296,1.00027395,1.00024997,0
,2022-11-08 05:15:00,1.00026235,1.00025855,1.00027976,1.00023346,0
,2022-11-08 05:16:00,1.00022504,1.0002564,1.00028296,1.0001905,0
,2022-11-08 05:17:00,1.00020905,1.00022233,1.0002556,1.0001795,0
,2022-11-08 05:18:00,1.00024746,1.00021429,1.00025927,1.0002102,0
,2022-11-08 05:19:00,1.00024546,1.00024746,1.00026804,1.00024091,0
,2022-11-08 05:20:00,1.00025006,1.00026929,1.00026976,1.00023997,0
,2022-11-08 05:21:00,1.00020028,1.00024592,1.00025946,1.00019392,0
,2022-11-08 05:22:00,1.00023944,1.00020028,1.00027181,1.00020028,0
,2022-11-08 05:23:00,1.00024004,1.00023944,1.00026057,1.00022628,0
,2022-11-08 05:24:00,1.00024504,1.00024004,1.00025578,1.00022,0
,2022-11-08 05:25:00,1.000215,1.00024504,1.00025598,1.00021387,0
,2022-11-08 05:26:00,1.00024667,1.000215,1.00025832,1.000215,0
,2022-11-08 05:27:00,1.00024004,1.00024667,1.00027003,1.00015075,0
,2022-11-08 05:28:00,1.00022716,1.00024004,1.00025259,1.00021,0
,2022-11-08 05:29:00,1.00020116,1.00022716,1.00025558,1.00019418,0
,2022-11-08 05:30:00,1.00020069,1.00020116,1.00025008,1.0001906,0
,2022-11-08 05:31:00,1.00020209,1.00020069,1.00024573,1.00015537,0
,2022-11-08 05:32:00,1.00016,1.00020209,1.00024713,1.00016,0
,2022-11-08 05:33:00,1.00023504,1.00015537,1.00023504,1.00015537,0
,2022-11-08 05:34:00,1.000247,1.00023504,1.00025004,1.0002248,0
,2022-11-08 05:35:00,1.000237,1.00023611,1.00025271,1.00019091,0
,2022-11-08 05:36:00,1.00024004,1.00024917,1.00025004,1.00022554,0
,2022-11-08 05:37:00,1.00025008,1.00024004,1.00025426,1.00015001,0
,2022-11-08 05:38:00,1.00020911,1.00025008,1.00027294,1.00020402,0
,2022-11-08 05:39:00,1.00016037,1.00021911,1.00024929,1.00016037,0
,2022-11-08 05:40:00,1.00021504,1.00016037,1.00026263,1.00016037,0
,2022-11-08 05:41:00,1.00021504,1.00021504,1.00022504,1.00020321,0
,2022-11-08 05:42:00,1.00022129,1.00021504,1.00022479,1.00020516,0
,2022-11-08 05:43:00,1.00025004,1.00022129,1.00025666,1.00022048,0
,2022-11-08 05:44:00,1.00024004,1.00025004,1.00025411,1.00023146,0
,2022-11-08 05:45:00,1.00019625,1.00024004,1.00026273,1.000189,0
,2022-11-08 05:46:00,1.00019537,1.00019625,1.00025504,1.00018965,0
,2022-11-08 05:47:00,1.00021179,1.00019537,1.00024504,1.00015001,0
,2022-11-08 05:48:00,1.00020041,1.00021179,1.00025271,1.00019401,0
,2022-11-08 05:49:00,1.00020041,1.0002083,1.00024627,1.0001877,0
,2022-11-08 05:50:00,1.00019087,1.00020041,1.00025203,1.00015162,0
,2022-11-08 05:51:00,1.00019394,1.00019087,1.0002348,1.00018737,0
,2022-11-08 05:52:00,1.00019711,1.00019394,1.00024361,1.00015038,0
,2022-11-08 05:53:00,1.00025008,1.00015075,1.00025029,1.00015075,0
,2022-11-08 05:54:00,1.00025041,1.00025008,1.00025255,1.00022711,0
,2022-11-08 05:55:00,1.00025,1.00025041,1.0002569,1.00025,0
