s,t,c,o,h,l,v
o,2023-03-09 00:00:00,1.0000005,1.0000005,1.0000005,0.99997496,0
k,2023-03-09 00:01:00,0.99998104,0.999985,1.00001,0.99997502,0
,2023-03-09 00:02:00,0.999985,0.99998104,1.00001874,0.9999,0
,2023-03-09 00:03:00,0.999985,0.999985,1.0000005,0.99997504,0
,2023-03-09 00:04:00,1.0000005,0.999985,1.0000005,0.99996171,0
,2023-03-09 00:05:00,0.999985,1.0000005,1.0000005,0.99997474,0
,2023-03-09 00:06:00,0.999985,0.999985,1.0000005,0.99997476,0
,2023-03-09 00:07:00,0.99997492,0.999985,1.0000005,0.99997477,0
,2023-03-09 00:08:00,0.999985,0.99997492,1.0000005,0.99997479,0
,2023-03-09 00:09:00,0.99997495,0.999985,0.999985,0.99997495,0
,2023-03-09 00:10:00,0.999985,0.99997495,1.0,0.99990557,0
,2023-03-09 00:11:00,0.999985,0.999985,1.0000005,0.99997514,0
,2023-03-09 00:12:00,1.0000005,0.999985,1.0000005,0.99997514,0
,2023-03-09 00:13:00,0.999985,1.0000005,1.00000981,0.999985,0
,2023-03-09 00:14:00,0.99997846,0.999985,1.0000005,0.99997516,0
,2023-03-09 00:15:00,0.999985,0.99997846,1.0000005,0.99994617,0
,2023-03-09 00:16:00,1.00000539,0.999985,1.00001055,0.99992385,0
,2023-03-09 00:17:00,1.00000244,1.00000539,1.00003398,0.99999084,0
,2023-03-09 00:18:00,1.0000005,1.00000244,1.00000796,0.99995632,0
,2023-03-09 00:19:00,1.00000762,1.0000005,1.00002777,1.0000005,0
,2023-03-09 00:20:00,0.9999938,1.00000762,1.00001717,0.99993887,0
,2023-03-09 00:21:00,1.0000005,0.9999938,1.00001758,0.99994515,0
,2023-03-09 00:22:00,0.99997835,0.99999714,1.0000005,0.99997811,0
,2023-03-09 00:23:00,0.999985,0.99997835,0.999985,0.99997835,0
,2023-03-09 00:24:00,0.99997906,0.999985,0.9999895,0.99993894,0
,2023-03-09 00:25:00,0.99997096,0.999985,1.0000005,0.99997096,0
,2023-03-09 00:26:00,0.99997885,0.99997096,1.0000005,0.99995542,0
,2023-03-09 00:27:00,0.99994125,0.99997871,0.99997871,0.9999,0
,2023-03-09 00:28:00,0.99997408,0.99994125,1.00003164,0.99993744,0
,2023-03-09 00:29:00,0.99998232,0.99996607,1.00003544,0.9999,0
,2023-03-09 00:30:00,0.99997539,0.99998232,1.00003128,0.99995527,0
,2023-03-09 00:31:00,0.99997622,0.99997397,1.00003192,0.99995914,0
,2023-03-09 00:32:00,0.99997624,0.99997622,0.99999761,0.99993786,0
,2023-03-09 00:33:00,1.00000282,0.99997624,1.00000282,0.9999,0
,2023-03-09 00:34:00,0.99995643,1.00000282,1.00001924,0.99991817,0
,2023-03-09 00:35:00,1.00000271,0.99995643,1.00002547,0.99995643,0
,2023-03-09 00:36:00,0.99999854,1.00000608,1.00001429,0.9999707,0
,2023-03-09 00:37:00,0.99996748,0.99999854,1.00001452,0.99995107,0
,2023-03-09 00:38:00,0.999985,0.99996748,0.999985,0.999895,0
,2023-03-09 00:39:00,0.99997788,0.999985,1.0000085,0.99990633,0
,2023-03-09 00:40:00,0.99997618,0.99997788,0.99998711,0.99993368,0
,2023-03-09 00:41:00,1.00002886,0.99997618,1.00002886,0.99996746,0
,2023-03-09 00:42:00,1.00000573,1.00001704,1.00002809,0.99999497,0
,2023-03-09 00:43:00,1.00001084,1.00000573,1.00001527,0.99997511,0
,2023-03-09 00:44:00,1.00002915,1.00001084,1.00002915,0.99991137,0
,2023-03-09 00:45:00,1.00000526,1.00002915,1.00004351,0.99997398,0
,2023-03-09 00:46:00,0.99999339,1.00000526,1.00002527,0.9999708,0
,2023-03-09 00:47:00,0.99997857,0.99999339,1.00003564,0.99996076,0
,2023-03-09 00:48:00,0.9999733,0.99997857,0.99998998,0.99993839,0
,2023-03-09 00:49:00,0.9999737,0.9999733,0.99999355,0.9999,0
,2023-03-09 00:50:00,0.99998906,0.9999737,0.99999652,0.99995184,0
,2023-03-09 00:51:00,0.99999501,0.99998906,1.00001825,0.99993789,0
,2023-03-09 00:52:00,0.99996864,0.99999501,1.00002068,0.99994289,0
,2023-03-09 00:53:00,0.9999425,0.99996864,0.99998534,0.99989,0
,2023-03-09 00:54:00,0.99994582,0.9999425,1.00001101,0.99993398,0
,2023-03-09 00:55:00,0.99998155,0.99994582,1.00000076,0.99993398,0
,2023-03-09 00:56:00,0.99998352,0.99997473,1.00004861,0.9999,0
,2023-03-09 00:57:00,0.99998457,0.99998134,0.99999214,0.9999,0
,2023-03-09 00:58:00,0.99996755,0.99998457,1.00002564,0.999925,0
,2023-03-09 00:59:00,0.9999525,0.99996755,0.99998034,0.99995,0
,2023-03-09 01:00:00,0.99995792,0.9999525,0.99998548,0.999925,0
,2023-03-09 01:01:00,0.99995794,0.99995792,0.99995794,0.99994493,0
,2023-03-09 01:02:00,0.99996734,0.99995797,0.99997631,0.99994338,0
,2023-03-09 01:03:00,0.9999471,0.99996734,0.9999715,0.99992466,0
,2023-03-09 01:04:00,0.99999599,0.9999471,0.99999649,0.9999442,0
,2023-03-09 01:05:00,0.99999649,0.99999599,0.99999649,0.99996461,0
,2023-03-09 01:06:00,0.9999905,0.99999649,0.99999649,0.999965,0
,2023-03-09 01:07:00,0.99999649,0.9999905,1.00001033,0.9999635,0
,2023-03-09 01:08:00,1.0,0.99999649,1.0,0.9999635,0
,2023-03-09 01:09:00,0.9999675,1.0,1.0,0.9999675,0
,2023-03-09 01:10:00,0.99999923,0.9999675,1.0,0.9999675,0
,2023-03-09 01:11:00,0.99997208,0.99999923,0.99999923,0.99996656,0
,2023-03-09 01:12:00,0.99999649,0.99998819,0.99999649,0.99996224,0
,2023-03-09 01:13:00,0.99996615,0.99999649,0.99999649,0.99996615,0
,2023-03-09 01:14:00,0.9999775,0.99996615,0.99999293,0.99996609,0
,2023-03-09 01:15:00,0.9999892,0.9999775,0.9999892,0.9999675,0
,2023-03-09 01:16:00,0.99995001,0.9999892,0.9999892,0.99989,0
,2023-03-09 01:17:00,0.99997699,0.99995001,1.0,0.99992307,0
,2023-03-09 01:18:00,0.9999635,0.99997699,0.99998172,0.99995001,0
,2023-03-09 01:19:00,0.9999635,0.9999635,0.9999995,0.99993013,0
,2023-03-09 01:20:00,0.99996971,0.9999635,0.9999945,0.99995001,0
,2023-03-09 01:21:00,0.99993396,0.99996971,0.9999945,0.99993396,0
,2023-03-09 01:22:00,0.9999945,0.99995001,0.9999945,0.999926,0
,2023-03-09 01:23:00,0.99997699,0.9999945,0.9999945,0.9999635,0
,2023-03-09 01:24:00,0.99997047,0.9999635,0.99999723,0.999926,0
,2023-03-09 01:25:00,1.0,0.99997047,1.00000236,0.99996467,0
,2023-03-09 01:26:00,1.00000138,0.999975,1.00000143,0.99996528,0
,2023-03-09 01:27:00,1.00000479,1.00000138,1.00000987,0.99997221,0
,2023-03-09 01:28:00,0.99999849,1.00000479,1.00001039,0.9999735,0
,2023-03-09 01:29:00,1.0,0.99999849,1.00000162,0.99998695,0
,2023-03-09 01:30:00,0.99999699,0.99999458,1.00000236,0.9999735,0
,2023-03-09 01:31:00,0.99999849,0.99999699,1.00000683,0.99996655,0
,2023-03-09 01:32:00,0.99999667,0.99999849,1.00000649,0.9999525,0
,2023-03-09 01:33:00,0.99999699,1.0,1.0,0.99998787,0
,2023-03-09 01:34:00,0.99999041,0.99999699,1.0,0.99997755,0
,2023-03-09 01:35:00,0.99999578,0.99999041,1.0,0.99998933,0
,2023-03-09 01:36:00,0.99999321,0.99999578,1.00000267,0.99998958,0
,2023-03-09 01:37:00,0.99999311,0.99999321,1.00000501,0.99998519,0
,2023-03-09 01:38:00,1.00000469,0.99999311,1.00001179,0.99999311,0
,2023-03-09 01:39:00,0.99999986,1.00000469,1.00001091,0.99999498,0
,2023-03-09 01:40:00,1.0,0.99999986,1.00000948,0.9999955,0
,2023-03-09 01:41:00,0.99999098,1.00000475,1.00001774,0.9999735,0
,2023-03-09 01:42:00,0.99999849,0.99999098,1.00000404,0.99996621,0
,2023-03-09 01:43:00,0.99999836,1.0000005,1.00000554,0.99999777,0
,2023-03-09 01:44:00,0.99997,0.99999836,1.0,0.99995,0
