s,t,c,o,h,l,v
o,2022-05-11 00:00:00,1.00002525,1.0,1.00005,1.0,0
k,2022-05-11 00:01:00,1.0,1.0000005,1.00005,1.0,0
,2022-05-11 00:02:00,1.00000025,1.0,1.00005025,1.0,0
,2022-05-11 00:03:00,1.0000005,1.0,1.00002066,1.0,0
,2022-05-11 00:04:00,1.00000025,1.0,1.00005,1.0,0
,2022-05-11 00:05:00,1.0,1.0,1.00002525,1.0,0
,2022-05-11 00:06:00,1.0000005,1.0,1.00002525,1.0,0
,2022-05-11 00:07:00,1.0,1.0,1.00002525,1.0,0
,2022-05-11 00:08:00,1.00002525,1.0,1.00002525,1.0,0
,2022-05-11 00:09:00,1.00002779,1.00002622,1.0000675,1.0000005,0
,2022-05-11 00:10:00,1.0000925,1.0000005,1.0000925,1.00000025,0
,2022-05-11 00:11:00,1.0000725,1.0000925,1.0000925,1.0000005,0
,2022-05-11 00:12:00,1.00000025,1.00002525,1.000105,1.00000025,0
,2022-05-11 00:13:00,1.00005,1.0000005,1.000075,1.0,0
,2022-05-11 00:14:00,1.00006,1.00005,1.00007,1.0000005,0
,2022-05-11 00:15:00,1.00000025,1.000055,1.00015,1.00000025,0
,2022-05-11 00:16:00,1.00002525,1.00000025,1.00006,1.0,0
,2022-05-11 00:17:00,1.00005,1.0000005,1.00010001,1.0000005,0
,2022-05-11 00:18:00,1.0000105,1.00005,1.00005001,1.0000005,0
,2022-05-11 00:19:00,1.00005,1.0000325,1.00005001,1.00000025,0
,2022-05-11 00:20:00,1.000095,1.00002525,1.000095,1.0000005,0
,2022-05-11 00:21:00,1.00006,1.0000875,1.0000875,1.00000025,0
,2022-05-11 00:22:00,1.00002525,1.00006,1.0001175,1.00000025,0
,2022-05-11 00:23:00,1.00005,1.00005,1.00005,1.00000025,0
,2022-05-11 00:24:00,1.00001285,1.00004,1.00005,1.0,0
,2022-05-11 00:25:00,1.00003,1.00017,1.00017,1.0000005,0
,2022-05-11 00:26:00,1.00005,1.00003,1.00005,1.0,0
,2022-05-11 00:28:00,1.0,1.00005,1.00005,1.0,0
,2022-05-11 00:29:00,1.0000005,1.0,1.000095,1.0,0
,2022-05-11 00:30:00,1.00000025,1.00000025,1.0000675,1.0,0
,2022-05-11 00:31:00,1.00002655,1.0000005,1.0000675,1.00000025,0
,2022-05-11 00:32:00,1.00000025,1.0000018,1.0000825,1.0,0
,2022-05-11 00:33:00,1.00000025,1.00000025,1.00001775,1.0,0
,2022-05-11 00:34:00,1.0,1.00000001,1.00005,1.0,0
,2022-05-11 00:35:00,1.0,1.0,1.00005,1.0,0
,2022-05-11 00:36:00,1.00000126,1.0,1.00005,1.0,0
,2022-05-11 00:37:00,1.00002525,1.00000025,1.00010001,1.00000001,0
,2022-05-11 00:38:00,1.0,1.00002525,1.00005,1.0,0
,2022-05-11 00:39:00,1.0,1.00000371,1.0001725,1.0,0
