s,t,c,o,h,l,v
o,2023-01-13 00:00:00,1.000039,1.00011204,1.00011204,0.999995,0
k,2023-01-13 00:01:00,1.00000062,1.00004256,1.00004669,1.00000062,0
,2023-01-13 00:02:00,1.00005105,1.0000007,1.00007593,0.99998869,0
,2023-01-13 00:03:00,1.00003759,1.00005205,1.00007785,1.00000519,0
,2023-01-13 00:04:00,1.000034,1.00001009,1.0001155,0.99999248,0
,2023-01-13 00:05:00,1.000077,1.00003299,1.00014199,1.00003299,0
,2023-01-13 00:06:00,1.00018,1.000077,1.00018,1.00000357,0
,2023-01-13 00:07:00,1.00010797,1.00018,1.00018454,1.00000516,0
,2023-01-13 00:08:00,1.0000044,1.00010797,1.00012273,0.999995,0
,2023-01-13 00:09:00,1.00002878,1.0000144,1.00013199,1.00001,0
,2023-01-13 00:10:00,1.00005354,1.00002878,1.000106,1.000015,0
,2023-01-13 00:11:00,1.00002081,1.00005354,1.000064,1.00000508,0
,2023-01-13 00:12:00,1.000045,1.00002081,1.0001305,1.000015,0
,2023-01-13 00:13:00,1.00002114,1.000045,1.00012858,0.99999695,0
,2023-01-13 00:14:00,1.00005772,1.00002114,1.0000695,0.99999642,0
,2023-01-13 00:15:00,1.000004,1.00005772,1.00009681,0.99999303,0
,2023-01-13 00:16:00,1.00000367,1.000004,1.00006858,1.00000199,0
,2023-01-13 00:17:00,1.00003992,1.00000367,1.00005761,0.99999018,0
,2023-01-13 00:18:00,0.99999718,1.00003992,1.00005,0.99998154,0
,2023-01-13 00:19:00,1.000048,0.99999895,1.00005,0.99999895,0
,2023-01-13 00:20:00,1.00002048,1.00002878,1.0000852,0.9999938,0
,2023-01-13 00:21:00,1.0,1.00002048,1.0000903,0.99998765,0
,2023-01-13 00:22:00,1.00005,1.0,1.00012513,0.99999785,0
,2023-01-13 00:23:00,1.0,1.00005,1.00012907,1.0,0
,2023-01-13 00:24:00,1.00006287,1.0,1.00007761,0.99998814,0
,2023-01-13 00:25:00,1.00003599,1.00006287,1.0000956,1.000019,0
,2023-01-13 00:26:00,1.000049,1.000035,1.00005,0.99999455,0
,2023-01-13 00:27:00,1.0000245,1.00003428,1.00011263,1.0000165,0
,2023-01-13 00:28:00,1.00002243,1.0000245,1.00010249,1.00002243,0
,2023-01-13 00:29:00,1.00001097,1.00002243,1.00012035,1.00000548,0
,2023-01-13 00:30:00,1.00004897,1.00001097,1.00008488,0.99999388,0
,2023-01-13 00:31:00,1.00006599,1.00004897,1.000089,1.0000285,0
,2023-01-13 00:32:00,1.00005,1.00009417,1.000131,1.0,0
,2023-01-13 00:33:00,1.000049,1.00005,1.00009197,0.999975,0
,2023-01-13 00:34:00,1.00009349,1.0000245,1.00009399,1.0,0
,2023-01-13 00:35:00,1.00005,1.000051,1.00009499,0.99999358,0
