s,t,c,o,h,l,v
o,2023-03-09 00:00:00,0.999865,0.99985001,0.99987624,0.99985,0
k,2023-03-09 00:01:00,0.999865,0.99986002,0.99989613,0.99985287,0
,2023-03-09 00:02:00,0.9998575,0.9998675,0.99989,0.99985037,0
,2023-03-09 00:03:00,0.99985,0.9998575,0.99986497,0.99985,0
,2023-03-09 00:04:00,0.9998543,0.99985,0.99986002,0.99985,0
,2023-03-09 00:05:00,0.99985038,0.9998543,0.99988393,0.99985,0
,2023-03-09 00:06:00,0.99985863,0.99985038,0.99986105,0.99985,0
,2023-03-09 00:07:00,0.99985038,0.99986,0.99986376,0.99985038,0
,2023-03-09 00:08:00,0.99985502,0.99985038,0.99987001,0.99985038,0
,2023-03-09 00:09:00,0.9998575,0.99985502,0.99986641,0.99985287,0
,2023-03-09 00:10:00,0.99988,0.9998575,0.99989154,0.999855,0
,2023-03-09 00:11:00,0.9998575,0.99988797,0.99989054,0.99985287,0
,2023-03-09 00:12:00,0.9998656,0.9998575,0.99988,0.99985287,0
,2023-03-09 00:13:00,0.9998625,0.9998675,0.99987822,0.9998625,0
,2023-03-09 00:14:00,0.9998625,0.9998625,0.99987766,0.9998625,0
,2023-03-09 00:15:00,0.9998625,0.9998625,0.99986774,0.9998625,0
,2023-03-09 00:16:00,0.999895,0.9998625,0.99990574,0.9998575,0
,2023-03-09 00:17:00,0.9998775,0.999895,0.9999068,0.9998725,0
,2023-03-09 00:18:00,0.9998875,0.9998775,0.9998975,0.9998649,0
,2023-03-09 00:19:00,0.9998875,0.9998875,0.99989947,0.9998875,0
,2023-03-09 00:20:00,0.9998825,0.9998875,0.999895,0.99986537,0
,2023-03-09 00:21:00,0.9998875,0.9998825,0.9998875,0.99988,0
,2023-03-09 00:22:00,0.99988448,0.9998875,0.999895,0.9998825,0
,2023-03-09 00:23:00,0.9998825,0.9998825,0.9998875,0.9998825,0
,2023-03-09 00:24:00,0.9998825,0.9998825,0.9998875,0.99986911,0
,2023-03-09 00:25:00,0.9998825,0.9998825,0.9998875,0.9998825,0
,2023-03-09 00:26:00,0.9998825,0.9998825,0.99989,0.9998825,0
,2023-03-09 00:27:00,0.99988138,0.9998825,0.9998875,0.99986779,0
,2023-03-09 00:28:00,0.99985,0.99985,0.99985038,0.99984,0
,2023-03-09 00:29:00,0.999845,0.99985,0.99985833,0.999835,0
,2023-03-09 00:30:00,0.99985,0.999845,0.99985725,0.999845,0
,2023-03-09 00:31:00,0.9998925,0.99985,0.9998975,0.99985,0
,2023-03-09 00:32:00,0.9998925,0.9998925,0.9998975,0.9998925,0
,2023-03-09 00:33:00,0.9998775,0.9998925,0.9998975,0.99984037,0
,2023-03-09 00:34:00,0.99985537,0.9998725,0.99989,0.99985038,0
,2023-03-09 00:35:00,0.9998675,0.99985537,0.999885,0.99985537,0
,2023-03-09 00:36:00,0.999865,0.9998675,0.999885,0.99985075,0
,2023-03-09 00:37:00,0.99988456,0.99986,0.99989,0.99985628,0
,2023-03-09 00:38:00,0.999875,0.99988253,0.99990025,0.99986,0
,2023-03-09 00:39:00,0.9998575,0.999875,0.99989775,0.99985038,0
,2023-03-09 00:40:00,0.9998575,0.9998575,0.99987966,0.99985038,0
,2023-03-09 00:41:00,0.99986209,0.9998575,0.99988768,0.999855,0
,2023-03-09 00:42:00,0.99988,0.99986209,0.99991,0.99986209,0
,2023-03-09 00:43:00,0.99986543,0.99988,0.99991,0.9998575,0
,2023-03-09 00:44:00,0.99986,0.99986543,0.99991387,0.99985502,0
,2023-03-09 00:45:00,0.999885,0.99986,0.99990524,0.99986,0
,2023-03-09 00:46:00,0.999865,0.999885,0.999885,0.9998575,0
,2023-03-09 00:47:00,0.99985427,0.999865,0.99987462,0.99985287,0
,2023-03-09 00:48:00,0.99985287,0.99985427,0.99986843,0.99985038,0
,2023-03-09 00:49:00,0.99985946,0.99985287,0.99986274,0.99985038,0
,2023-03-09 00:50:00,0.99985537,0.99985946,0.99987,0.99985287,0
,2023-03-09 00:51:00,0.9998575,0.99985537,0.99987573,0.999845,0
,2023-03-09 00:52:00,0.99985287,0.99985537,0.99988,0.99985038,0
,2023-03-09 00:53:00,0.99985038,0.99985287,0.9998575,0.99984787,0
,2023-03-09 00:54:00,0.99985038,0.99985038,0.9998575,0.99985,0
,2023-03-09 00:55:00,0.99985075,0.99985038,0.9998575,0.99985038,0
,2023-03-09 00:56:00,0.99985287,0.99985537,0.99988,0.99985038,0
,2023-03-09 00:57:00,0.99985038,0.99985038,0.99986035,0.99985038,0
,2023-03-09 00:58:00,0.99985537,0.99985038,0.99988,0.99985,0
,2023-03-09 00:59:00,0.99985287,0.9998575,0.99988,0.99985038,0
,2023-03-09 01:00:00,0.99985287,0.99985287,0.99986023,0.999845,0
,2023-03-09 01:01:00,0.99985486,0.99985287,0.999859,0.99985,0
,2023-03-09 01:02:00,0.99986,0.99985486,0.99987126,0.99985001,0
,2023-03-09 01:03:00,0.9998575,0.99986,0.999885,0.99985537,0
,2023-03-09 01:04:00,0.99988025,0.9998575,0.99988475,0.999855,0
,2023-03-09 01:05:00,0.99985537,0.99988025,0.99988025,0.99985038,0
,2023-03-09 01:06:00,0.999845,0.99986,0.99986891,0.999845,0
,2023-03-09 01:07:00,0.99985038,0.999845,0.9998575,0.999845,0
,2023-03-09 01:08:00,0.99988691,0.99985038,0.99988691,0.99985038,0
,2023-03-09 01:09:00,0.9998725,0.99988941,0.99989525,0.99987,0
,2023-03-09 01:10:00,0.99985939,0.99987487,0.99988996,0.99985038,0
,2023-03-09 01:11:00,0.99985038,0.99985939,0.999865,0.99985,0
,2023-03-09 01:12:00,0.99985038,0.99985038,0.99985537,0.9998335,0
,2023-03-09 01:13:00,0.999835,0.99985038,0.99985732,0.999835,0
,2023-03-09 01:14:00,0.999845,0.999835,0.99985256,0.99983,0
,2023-03-09 01:15:00,0.99985,0.99983625,0.99985412,0.99983325,0
,2023-03-09 01:16:00,0.99983925,0.99985,0.99985075,0.9998344,0
,2023-03-09 01:17:00,0.99984457,0.99983925,0.99985287,0.99983575,0
,2023-03-09 01:18:00,0.99982,0.999845,0.99985038,0.99982,0
,2023-03-09 01:19:00,0.99982075,0.99982125,0.99984725,0.99982075,0
,2023-03-09 01:20:00,0.99982625,0.99982075,0.999845,0.99982075,0
,2023-03-09 01:21:00,0.999825,0.99982125,0.999845,0.99982125,0
,2023-03-09 01:22:00,0.99984,0.99983325,0.999845,0.999815,0
,2023-03-09 01:23:00,0.99984236,0.99984,0.9998475,0.99982095,0
,2023-03-09 01:24:00,0.99982064,0.9998475,0.9998475,0.999815,0
,2023-03-09 01:25:00,0.99982475,0.99982365,0.99985,0.999815,0
,2023-03-09 01:26:00,0.99982625,0.99982475,0.99983675,0.99982,0
,2023-03-09 01:27:00,0.9998475,0.99982625,0.99985001,0.99982225,0
,2023-03-09 01:28:00,0.99985,0.9998475,0.99985038,0.999835,0
,2023-03-09 01:29:00,0.99985038,0.99985,0.99985462,0.99984798,0
,2023-03-09 01:30:00,0.99985025,0.99985025,0.99985212,0.99984,0
,2023-03-09 01:31:00,0.99985038,0.99985862,0.99987517,0.99984,0
,2023-03-09 01:32:00,0.9998675,0.99986134,0.99988663,0.99985381,0
,2023-03-09 01:33:00,0.9998625,0.99986635,0.99989138,0.99986098,0
,2023-03-09 01:34:00,0.99986425,0.99986475,0.99988,0.99986425,0
,2023-03-09 01:35:00,0.99986681,0.99986425,0.99988,0.99986425,0
,2023-03-09 01:36:00,0.99986801,0.99986681,0.99988435,0.99986375,0
,2023-03-09 01:37:00,0.99988025,0.99986926,0.99989325,0.99986926,0
,2023-03-09 01:38:00,0.99988575,0.99988125,0.9999013,0.99987615,0
,2023-03-09 01:39:00,0.99989933,0.9998825,0.9999106,0.9998825,0
,2023-03-09 01:40:00,0.999893,0.99989933,0.99990665,0.99988775,0
,2023-03-09 01:41:00,0.999885,0.999893,0.9999225,0.9998825,0
,2023-03-09 01:42:00,0.99988275,0.99988,0.99989937,0.9998775,0
,2023-03-09 01:43:00,0.99988225,0.99988275,0.99991,0.99987737,0
,2023-03-09 01:44:00,0.99988,0.99988225,0.999915,0.99987119,0
,2023-03-09 01:45:00,0.99988075,0.99988,0.99989,0.99987575,0
,2023-03-09 01:46:00,0.99986758,0.99988075,0.9998875,0.99986506,0
,2023-03-09 01:47:00,0.99986275,0.99986758,0.99987,0.99986223,0
