s,t,c,o,h,l,v
o,2023-03-12 00:00:00,1.00779093,1.0077,1.00781737,1.0076775,0
k,2023-03-12 00:01:00,1.00777285,1.00779093,1.0078175,1.00773885,0
,2023-03-12 00:02:00,1.0077514,1.00777285,1.007815,1.00775126,0
,2023-03-12 00:03:00,1.00784703,1.00776242,1.007865,1.00775265,0
,2023-03-12 00:04:00,1.00779675,1.00784703,1.00787,1.007735,0
,2023-03-12 00:05:00,1.007295,1.00779675,1.00783189,1.0071975,0
,2023-03-12 00:06:00,1.00751194,1.00728508,1.00762,1.00727008,0
,2023-03-12 00:07:00,1.00754836,1.00751194,1.007593,1.00747995,0
,2023-03-12 00:08:00,1.00754939,1.00756386,1.00761158,1.0074355,0
,2023-03-12 00:09:00,1.00755663,1.00754939,1.00762776,1.00744253,0
,2023-03-12 00:10:00,1.00749511,1.00755663,1.00763394,1.00745261,0
,2023-03-12 00:11:00,1.0074751,1.00749511,1.00766452,1.0074685,0
,2023-03-12 00:12:00,1.00746265,1.00751254,1.00753176,1.00745022,0
,2023-03-12 00:13:00,1.00753526,1.00746859,1.00753767,1.00742,0
,2023-03-12 00:14:00,1.00757,1.00752,1.0076325,1.0074875,0
,2023-03-12 00:15:00,1.00760045,1.00757,1.007624,1.0075645,0
,2023-03-12 00:16:00,1.00756,1.00760999,1.00768946,1.00751594,0
,2023-03-12 00:17:00,1.00792,1.00756,1.007925,1.00755038,0
,2023-03-12 00:18:00,1.007915,1.00792,1.007925,1.007885,0
,2023-03-12 00:19:00,1.0079315,1.007915,1.00793228,1.00791,0
,2023-03-12 00:20:00,1.0079,1.00792665,1.00793808,1.007895,0
,2023-03-12 00:21:00,1.00794552,1.0079,1.00794552,1.00789,0
,2023-03-12 00:22:00,1.00792598,1.00794888,1.00795001,1.00791012,0
,2023-03-12 00:23:00,1.00792433,1.00792598,1.00795,1.00790341,0
,2023-03-12 00:24:00,1.00794,1.00793,1.00794,1.0079073,0
,2023-03-12 00:25:00,1.00788,1.00794,1.00794,1.007865,0
,2023-03-12 00:26:00,1.00792,1.0079,1.00795001,1.00787,0
,2023-03-12 00:27:00,1.00802318,1.007925,1.008065,1.00791504,0
,2023-03-12 00:28:00,1.00812747,1.00806137,1.00818,1.00803673,0
,2023-03-12 00:29:00,1.00810133,1.00812747,1.00818,1.00805596,0
,2023-03-12 00:30:00,1.0081,1.0081,1.00817,1.008025,0
,2023-03-12 00:31:00,1.0081,1.0081,1.00815548,1.00806,0
,2023-03-12 00:32:00,1.00816,1.0081,1.00816413,1.00807304,0
,2023-03-12 00:33:00,1.008025,1.00814,1.00814172,1.008025,0
,2023-03-12 00:34:00,1.00800772,1.008025,1.0080953,1.00795347,0
,2023-03-12 00:35:00,1.00804999,1.00800772,1.00806,1.00799316,0
,2023-03-12 00:36:00,1.00804,1.00804999,1.00806,1.00798,0
,2023-03-12 00:37:00,1.00800612,1.00803861,1.00809,1.00800612,0
,2023-03-12 00:38:00,1.00800711,1.00800612,1.00803914,1.0079456,0
,2023-03-12 00:39:00,1.00807821,1.00800711,1.008095,1.00800711,0
,2023-03-12 00:40:00,1.008215,1.00807821,1.00821999,1.0080745,0
,2023-03-12 00:41:00,1.00818,1.0082,1.0082,1.0080955,0
,2023-03-12 00:42:00,1.0081344,1.00818,1.008205,1.00813,0
,2023-03-12 00:43:00,1.0081575,1.0081344,1.00818,1.00807973,0
,2023-03-12 00:44:00,1.00808,1.0081575,1.0081575,1.00806,0
,2023-03-12 00:45:00,1.00801826,1.00808,1.00809,1.00800227,0
,2023-03-12 00:46:00,1.00797,1.008025,1.00809151,1.00797,0
,2023-03-12 00:47:00,1.008075,1.00797,1.00811855,1.00797,0
,2023-03-12 00:48:00,1.0081155,1.008075,1.008185,1.008075,0
,2023-03-12 00:49:00,1.00821999,1.0081155,1.00821999,1.0081155,0
,2023-03-12 00:50:00,1.008175,1.00821999,1.00823499,1.0080675,0
,2023-03-12 00:51:00,1.00814,1.008175,1.008215,1.00813,0
,2023-03-12 00:52:00,1.00814,1.00814,1.008215,1.00814,0
,2023-03-12 00:53:00,1.007995,1.00814,1.008195,1.0079795,0
,2023-03-12 00:54:00,1.0082,1.007995,1.0082,1.007995,0
,2023-03-12 00:55:00,1.008167,1.0082,1.0082,1.008135,0
,2023-03-12 00:56:00,1.00802999,1.008167,1.008225,1.008,0
,2023-03-12 00:57:00,1.008034,1.00802999,1.00810108,1.007942,0
,2023-03-12 00:58:00,1.0081005,1.008034,1.0081585,1.00801099,0
,2023-03-12 00:59:00,1.0081175,1.008116,1.00815132,1.00803,0
,2023-03-12 01:00:00,1.00817,1.0081175,1.00823,1.00804,0
,2023-03-12 01:01:00,1.0082,1.00816,1.008255,1.00812514,0
,2023-03-12 01:02:00,1.00816999,1.0082,1.008215,1.008051,0
