time,price,maxprice,minprice,use_spread,problem_indicator
2,37.16227091,37.16227091,37.16227091,False,no problemo
2,37.167,37.167,37.167,False,no problemo
4,37.0682875,37.0682875,37.0682875,False,no problemo
6,37.06431,37.06431,37.06431,False,no problemo
7,37.00575,37.00575,37.00575,False,no problemo
7,36.99375019,36.99375019,36.99375019,False,no problemo
9,37.01,37.01,37.01,False,no problemo
9,37.0075,37.0075,37.0075,False,no problemo
11,37.0,37.0,37.0,False,no problemo
12,37.01960494,37.01960494,37.01960494,False,no problemo
14,37.057,37.057,37.057,False,no problemo
14,37.141,37.141,37.141,False,no problemo
16,37.24136683,37.24136683,37.24136683,False,no problemo
16,37.25342605,37.25342605,37.25342605,False,no problemo
17,37.342392,37.342392,37.342392,False,no problemo
18,37.3838,37.3838,37.3838,False,no problemo
20,37.356,37.356,37.356,False,no problemo
21,37.45743829,37.45743829,37.45743829,False,no problemo
22,37.48825684,37.48825684,37.48825684,False,no problemo
23,37.4533,37.4533,37.4533,False,no problemo
23,37.46258342,37.46258342,37.46258342,False,no problemo
25,37.4665,37.4665,37.4665,False,no problemo
26,37.4605,37.4605,37.4605,False,no problemo
26,37.5084267,37.5084267,37.5084267,False,no problemo
28,37.40635542,37.40635542,37.40635542,False,no problemo
28,37.39220842,37.39220842,37.39220842,False,no problemo
29,37.342,37.342,37.342,False,no problemo
30,37.38228892,37.38228892,37.38228892,False,no problemo
32,37.43678114,37.43678114,37.43678114,False,no problemo
32,37.3965,37.3965,37.3965,False,no problemo
33,37.43091228,37.43091228,37.43091228,False,no problemo
35,37.43000605,37.43000605,37.43000605,False,no problemo
35,37.38999999,37.38999999,37.38999999,False,no problemo
37,37.38124704,37.38124704,37.38124704,False,no problemo
37,37.3265,37.3265,37.3265,False,no problemo
38,37.346,37.346,37.346,False,no problemo
39,37.32803,37.32803,37.32803,False,no problemo
41,37.33675,37.33675,37.33675,False,no problemo
42,37.27579514,37.27579514,37.27579514,False,no problemo
42,37.2749,37.2749,37.2749,False,no problemo
44,37.221275,37.221275,37.221275,False,no problemo
45,37.22161041,37.22161041,37.22161041,False,no problemo
45,37.17996,37.17996,37.17996,False,no problemo
47,37.2329011,37.2329011,37.2329011,False,no problemo
48,37.11361674,37.11361674,37.11361674,False,no problemo
49,37.07578014,37.07578014,37.07578014,False,no problemo
50,36.9250025,36.9250025,36.9250025,False,no problemo
51,36.92499999,36.92499999,36.92499999,False,no problemo
52,36.95304197,36.95304197,36.95304197,False,no problemo
53,36.92487501,36.92487501,36.92487501,False,no problemo
55,36.90531801,36.90531801,36.90531801,False,no problemo
55,36.85493659,36.85493659,36.85493659,False,no problemo
59,36.55017095,36.55017095,36.55017095,False,no problemo
