Datetime,Open,High,Low,Close,Volume,ema,Date
2023-01-11,1336.48681640625,1338.663818359375,1335.5367431640625,1338.3968505859375,25174016,1337.540159409686,2023-01-11
2023-01-11,1338.1846923828125,1340.29931640625,1336.23681640625,1338.0054931640625,0,1337.6564928482803,2023-01-11
2023-01-11,1338.0325927734375,1338.0595703125,1333.109130859375,1333.109130859375,0,1336.519652351054,2023-01-11
2023-01-11,1332.6231689453125,1332.6231689453125,1330.357421875,1331.4560546875,93246464,1335.2537529351655,2023-01-11
2023-01-11,1331.407470703125,1332.5750732421875,1330.13330078125,1330.55517578125,0,1334.0791086466866,2023-01-11
2023-01-11,1330.687744140625,1333.753173828125,1330.658935546875,1332.7042236328125,0,1333.735387393218,2023-01-11
2023-01-11,1332.424072265625,1334.0517578125,1330.219482421875,1333.921875,84401664,1333.7820092949137,2023-01-11
2023-01-11,1333.9725341796875,1335.51416015625,1333.3870849609375,1335.4095458984375,30620160,1334.1888934457943,2023-01-11
2023-01-11,1335.5587158203125,1335.5587158203125,1332.345458984375,1333.7332763671875,0,1334.0749891761427,2023-01-11
2023-01-11,1334.0474853515625,1336.6282958984375,1334.0474853515625,1335.678466796875,0,1334.4758585813258,2023-01-11
2023-01-11,1335.6556396484375,1336.869140625,1335.24462890625,1335.7872314453125,0,1334.8037017973224,2023-01-11
2023-01-11,1335.8651123046875,1336.359375,1334.5904541015625,1336.2449951171875,0,1335.1640251272888,2023-01-11
2023-01-11,1336.23291015625,1336.23291015625,1333.2021484375,1333.520751953125,0,1334.7532068337478,2023-01-11
2023-01-11,1333.461181640625,1335.0545654296875,1331.482666015625,1332.60400390625,0,1334.215906101873,2023-01-11
2023-01-11,1332.6572265625,1334.24951171875,1329.9215087890625,1333.0413818359375,0,1333.9222750353892,2023-01-11
2023-01-11,1333.0804443359375,1334.314208984375,1323.5831298828125,1323.7606201171875,0,1331.3818613058388,2023-01-11
2023-01-11,1323.900146484375,1326.70703125,1323.6920166015625,1325.916259765625,0,1330.0154609207852,2023-01-11
2023-01-11,1325.642333984375,1328.75732421875,1325.0841064453125,1327.96484375,0,1329.5028066280888,2023-01-11
2023-01-11,1328.0064697265625,1339.668212890625,1327.92529296875,1336.731689453125,131111936,1331.310027334348,2023-01-11
2023-01-11,1336.8052978515625,1342.840576171875,1336.10009765625,1341.7694091796875,0,1333.9248727956829,2023-01-11
2023-01-11,1341.9896240234375,1343.1337890625,1340.9600830078125,1341.671630859375,0,1335.861562311606,2023-01-11
2023-01-11,1341.665771484375,1343.132568359375,1340.4580078125,1342.026611328125,7139840,1337.4028245657355,2023-01-11
2023-01-11,1342.028564453125,1353.23291015625,1342.028564453125,1351.629150390625,476814848,1340.959406021958,2023-01-11
2023-01-11,1351.712890625,1387.5772705078125,1350.8414306640625,1387.5772705078125,951347200,1352.6138721434218,2023-01-11
