time,price,maxprice,minprice,use_spread,problem_indicator
0,19873.005,19873.005,19873.005,False,no problemo
1,19880.28912125,19880.28912125,19880.28912125,False,no problemo
2,19898.1475,19898.1475,19898.1475,False,no problemo
3,19889.82999999,19889.82999999,19889.82999999,False,no problemo
4,19906.27,19906.27,19906.27,False,no problemo
5,19921.12293126,19921.12293126,19921.12293126,False,no problemo
6,19924.93300772,19924.93300772,19924.93300772,False,no problemo
7,19924.85497883,19924.85497883,19924.85497883,False,no problemo
8,19915.0,19915.0,19915.0,False,no problemo
9,19899.51,19899.51,19899.51,False,no problemo
10,19889.2,19889.2,19889.2,False,no problemo
11,19888.15,19888.15,19888.15,False,no problemo
12,19889.95,19889.95,19889.95,False,no problemo
13,19873.0594718,19873.0594718,19873.0594718,False,no problemo
14,19887.85,19887.85,19887.85,False,no problemo
15,19885.45,19885.45,19885.45,False,no problemo
16,19897.755,19897.755,19897.755,False,no problemo
17,19887.58,19887.58,19887.58,False,no problemo
18,19896.16499999,19896.16499999,19896.16499999,False,no problemo
19,19899.09999999,19899.09999999,19899.09999999,False,no problemo
20,19911.89029847,19911.89029847,19911.89029847,False,no problemo
21,19923.8190725,19923.8190725,19923.8190725,False,no problemo
22,19924.89,19924.89,19924.89,False,no problemo
23,19976.83908201,19976.83908201,19976.83908201,False,no problemo
24,19956.28,19956.28,19956.28,False,no problemo
24,19958.08,19958.08,19958.08,False,no problemo
26,19962.25,19962.25,19962.25,False,no problemo
27,19978.74,19978.74,19978.74,False,no problemo
28,19967.35,19967.35,19967.35,False,no problemo
29,19967.4175,19967.4175,19967.4175,False,no problemo
30,19953.43739226,19953.43739226,19953.43739226,False,no problemo
31,19982.78,19982.78,19982.78,False,no problemo
32,19995.01,19995.01,19995.01,False,no problemo
33,20032.18668608,20032.18668608,20032.18668608,False,no problemo
33,20018.2575,20018.2575,20018.2575,False,no problemo
35,20006.76,20006.76,20006.76,False,no problemo
36,20017.75,20017.75,20017.75,False,no problemo
37,20023.58611482,20023.58611482,20023.58611482,False,no problemo
38,20015.595,20015.595,20015.595,False,no problemo
39,20013.0025,20013.0025,20013.0025,False,no problemo
40,20014.45,20014.45,20014.45,False,no problemo
41,20008.005,20008.005,20008.005,False,no problemo
42,20003.7,20003.7,20003.7,False,no problemo
43,20004.19,20004.19,20004.19,False,no problemo
44,20009.11766349,20009.11766349,20009.11766349,False,no problemo
45,20012.105,20012.105,20012.105,False,no problemo
46,20018.505,20018.505,20018.505,False,no problemo
47,20028.5,20028.5,20028.5,False,no problemo
48,20020.3,20020.3,20020.3,False,no problemo
49,20021.84999999,20021.84999999,20021.84999999,False,no problemo
50,20027.58234375,20027.58234375,20027.58234375,False,no problemo
51,20026.75007199,20026.75007199,20026.75007199,False,no problemo
52,20015.78,20015.78,20015.78,False,no problemo
53,20017.44999999,20017.44999999,20017.44999999,False,no problemo
54,20018.51,20018.51,20018.51,False,no problemo
55,20016.0025,20016.0025,20016.0025,False,no problemo
56,20010.50580843,20010.50580843,20010.50580843,False,no problemo
57,20004.93,20004.93,20004.93,False,no problemo
58,19996.55230336,19996.55230336,19996.55230336,False,no problemo
59,19994.2575,19994.2575,19994.2575,False,no problemo
