time,price,maxprice,minprice,use_spread,problem_indicator
0,1415.585,1415.585,1415.585,False,no problemo
1,1415.605,1415.605,1415.605,False,no problemo
2,1415.9125,1415.9125,1415.9125,False,no problemo
3,1415.30985753,1415.30985753,1415.30985753,False,no problemo
4,1416.8,1416.8,1416.8,False,no problemo
5,1416.78,1416.78,1416.78,False,no problemo
6,1417.48750075,1417.48750075,1417.48750075,False,no problemo
7,1417.575,1417.575,1417.575,False,no problemo
8,1417.26,1417.26,1417.26,False,no problemo
9,1415.78,1415.78,1415.78,False,no problemo
10,1414.4650015,1414.4650015,1414.4650015,False,no problemo
11,1413.9,1413.9,1413.9,False,no problemo
12,1414.475,1414.475,1414.475,False,no problemo
13,1412.63250075,1412.63250075,1412.63250075,False,no problemo
14,1413.94,1413.94,1413.94,False,no problemo
15,1413.7550015,1413.7550015,1413.7550015,False,no problemo
16,1414.4,1414.4,1414.4,False,no problemo
17,1413.43216603,1413.43216603,1413.43216603,False,no problemo
18,1413.69465953,1413.69465953,1413.69465953,False,no problemo
19,1414.05,1414.05,1414.05,False,no problemo
20,1414.8850015,1414.8850015,1414.8850015,False,no problemo
21,1415.6,1415.6,1415.6,False,no problemo
22,1415.6475,1415.6475,1415.6475,False,no problemo
23,1418.35,1418.35,1418.35,False,no problemo
24,1417.01,1417.01,1417.01,False,no problemo
24,1417.40413358,1417.40413358,1417.40413358,False,no problemo
26,1416.5650015,1416.5650015,1416.5650015,False,no problemo
27,1417.54412658,1417.54412658,1417.54412658,False,no problemo
28,1417.615,1417.615,1417.615,False,no problemo
29,1417.69037125,1417.69037125,1417.69037125,False,no problemo
30,1417.2,1417.2,1417.2,False,no problemo
31,1419.12,1419.12,1419.12,False,no problemo
32,1421.51,1421.51,1421.51,False,no problemo
33,1423.21980318,1423.21980318,1423.21980318,False,no problemo
33,1421.69250075,1421.69250075,1421.69250075,False,no problemo
35,1420.5,1420.5,1420.5,False,no problemo
36,1421.15,1421.15,1421.15,False,no problemo
37,1421.72,1421.72,1421.72,False,no problemo
38,1421.5,1421.5,1421.5,False,no problemo
39,1420.90009268,1420.90009268,1420.90009268,False,no problemo
40,1421.16145367,1421.16145367,1421.16145367,False,no problemo
41,1420.3,1420.3,1420.3,False,no problemo
42,1420.33500149,1420.33500149,1420.33500149,False,no problemo
43,1420.42,1420.42,1420.42,False,no problemo
44,1420.58500074,1420.58500074,1420.58500074,False,no problemo
45,1420.72,1420.72,1420.72,False,no problemo
46,1421.2,1421.2,1421.2,False,no problemo
47,1421.68999999,1421.68999999,1421.68999999,False,no problemo
48,1420.30796921,1420.30796921,1420.30796921,False,no problemo
49,1420.15,1420.15,1420.15,False,no problemo
50,1420.3406589,1420.3406589,1420.3406589,False,no problemo
51,1420.3,1420.3,1420.3,False,no problemo
52,1420.28999999,1420.28999999,1420.28999999,False,no problemo
53,1420.30499999,1420.30499999,1420.30499999,False,no problemo
54,1420.43,1420.43,1420.43,False,no problemo
55,1420.25,1420.25,1420.25,False,no problemo
56,1420.47396996,1420.47396996,1420.47396996,False,no problemo
57,1420.2250015,1420.2250015,1420.2250015,False,no problemo
58,1420.3,1420.3,1420.3,False,no problemo
59,1420.65,1420.65,1420.65,False,no problemo
