time,price,maxprice,minprice,use_spread,problem_indicator
0,21718.4025,21718.4025,21718.4025,False,no problemo
1,21710.045,21710.045,21710.045,False,no problemo
2,21712.01,21712.01,21712.01,False,no problemo
3,21707.0,21707.0,21707.0,False,no problemo
4,21703.545,21703.545,21703.545,False,no problemo
5,21692.125,21692.125,21692.125,False,no problemo
6,21677.75,21677.75,21677.75,False,no problemo
7,21676.4,21676.4,21676.4,False,no problemo
8,21678.23,21678.23,21678.23,False,no problemo
9,21659.4,21659.4,21659.4,False,no problemo
10,21669.0625,21669.0625,21669.0625,False,no problemo
11,21665.07053799,21665.07053799,21665.07053799,False,no problemo
12,21695.85111999,21695.85111999,21695.85111999,False,no problemo
13,21701.25357002,21701.25357002,21701.25357002,False,no problemo
14,21714.825,21714.825,21714.825,False,no problemo
15,21720.01,21720.01,21720.01,False,no problemo
15,21723.8,21723.8,21723.8,False,no problemo
17,21731.755,21731.755,21731.755,False,no problemo
18,21719.855,21719.855,21719.855,False,no problemo
18,21725.85,21725.85,21725.85,False,no problemo
20,21736.0075,21736.0075,21736.0075,False,no problemo
20,21726.57,21726.57,21726.57,False,no problemo
22,21734.20519028,21734.20519028,21734.20519028,False,no problemo
23,21742.5,21742.5,21742.5,False,no problemo
24,21739.29993654,21739.29993654,21739.29993654,False,no problemo
25,21752.62,21752.62,21752.62,False,no problemo
26,21746.7525,21746.7525,21746.7525,False,no problemo
27,21754.62,21754.62,21754.62,False,no problemo
28,21743.93,21743.93,21743.93,False,no problemo
29,21728.26,21728.26,21728.26,False,no problemo
30,21732.8,21732.8,21732.8,False,no problemo
31,21728.12980219,21728.12980219,21728.12980219,False,no problemo
32,21738.52562,21738.52562,21738.52562,False,no problemo
33,21728.25,21728.25,21728.25,False,no problemo
34,21717.0,21717.0,21717.0,False,no problemo
35,21721.10479701,21721.10479701,21721.10479701,False,no problemo
36,21712.6150022,21712.6150022,21712.6150022,False,no problemo
37,21709.97624,21709.97624,21709.97624,False,no problemo
38,21711.35,21711.35,21711.35,False,no problemo
39,21699.0306,21699.0306,21699.0306,False,no problemo
40,21702.1512,21702.1512,21702.1512,False,no problemo
41,21700.0,21700.0,21700.0,False,no problemo
42,21697.32518699,21697.32518699,21697.32518699,False,no problemo
43,21714.68499999,21714.68499999,21714.68499999,False,no problemo
44,21711.0525,21711.0525,21711.0525,False,no problemo
45,21716.3775,21716.3775,21716.3775,False,no problemo
46,21718.28,21718.28,21718.28,False,no problemo
47,21720.50874773,21720.50874773,21720.50874773,False,no problemo
48,21720.49,21720.49,21720.49,False,no problemo
49,21722.59,21722.59,21722.59,False,no problemo
50,21719.59093037,21719.59093037,21719.59093037,False,no problemo
51,21726.2,21726.2,21726.2,False,no problemo
52,21727.0,21727.0,21727.0,False,no problemo
53,21723.0825,21723.0825,21723.0825,False,no problemo
54,21729.18,21729.18,21729.18,False,no problemo
55,21726.60119999,21726.60119999,21726.60119999,False,no problemo
56,21724.5,21724.5,21724.5,False,no problemo
57,21722.13,21722.13,21722.13,False,no problemo
58,21717.56891824,21717.56891824,21717.56891824,False,no problemo
59,21709.88,21709.88,21709.88,False,no problemo
