c,time
1.000026,0
1.000028,1
1.00003017,2
1.00003,3
1.000027,4
1.0,5
1.000027,6
1.000027,7
1.0,8
1.00002536,9
1.00000466,10
1.000002,11
1.000027,12
0.99999996,13
0.99999996,14
1.00001853,15
1.00000679,16
1.00009596,17
1.00005,18
0.99999996,19
1.000033,20
1.00001289,21
0.99999996,22
1.00000116,23
1.00000498,24
1.00001801,25
1.00000595,26
1.00004536,27
1.00004536,28
1.0001,29
1.000023,30
0.99999996,31
1.00004652,32
1.00000498,33
1.00004199,34
1.00000267,35
1.00004199,36
1.00001199,37
1.00005496,38
1.00001911,39
0.99998504,40
0.99995498,41
0.99998122,42
0.99995498,43
1.00002066,44
0.99998652,45
1.00000841,46
1.00001973,47
0.99999996,48
0.99998886,49
0.9999934,50
0.99998815,51
1.00000796,52
0.99999996,53
1.00002352,54
1.0000105,55
0.99999116,56
0.99998934,57
0.99999199,58
0.99999959,59
