c,time
0.99966999,0
0.99966,1
0.999655,2
0.99967999,3
0.99969999,4
0.99969999,5
0.9997,6
0.99972,7
0.99967499,8
0.99968249,9
0.99969044,10
0.99967499,11
0.99967999,12
0.9997004,13
0.99969999,14
0.99969499,15
0.99969999,16
0.99967999,17
0.99967,18
0.99967999,19
0.99967999,20
0.99969866,21
0.99967999,22
0.99967999,23
0.99967999,24
0.99967681,25
0.99967,26
0.99967999,27
0.99967999,28
0.99967999,29
0.99967,30
0.99974946,31
0.99967445,32
0.99968543,33
0.99967999,34
0.99967333,35
0.99967,36
0.99967666,37
0.99969,38
0.99968448,39
0.9997039,40
0.99967999,41
0.99967,42
0.99967,43
0.99965999,44
0.99963226,45
0.9997103,46
0.99963999,47
0.99963999,48
0.99962,49
0.99963999,50
0.99962,51
0.99964725,52
0.99963012,53
0.99962,54
0.99972,55
0.99964999,56
0.99961,57
0.99964755,58
0.99963999,59
