time,price,maxprice,minprice,use_spread,problem_indicator
0,1741.7625,1741.7625,1741.7625,False,no problemo
1,1741.62509264,1741.62509264,1741.62509264,False,no problemo
2,1742.42,1742.42,1742.42,False,no problemo
3,1742.3,1742.3,1742.3,False,no problemo
4,1742.730172,1742.730172,1742.730172,False,no problemo
5,1743.17905233,1743.17905233,1743.17905233,False,no problemo
6,1743.8875,1743.8875,1743.8875,False,no problemo
7,1744.50656875,1744.50656875,1744.50656875,False,no problemo
8,1744.61151439,1744.61151439,1744.61151439,False,no problemo
9,1743.25499999,1743.25499999,1743.25499999,False,no problemo
10,1742.89675888,1742.89675888,1742.89675888,False,no problemo
11,1745.5925,1745.5925,1745.5925,False,no problemo
12,1744.93726556,1744.93726556,1744.93726556,False,no problemo
13,1746.375,1746.375,1746.375,False,no problemo
14,1748.355,1748.355,1748.355,False,no problemo
15,1748.28551434,1748.28551434,1748.28551434,False,no problemo
16,1744.63578946,1744.63578946,1744.63578946,False,no problemo
17,1744.17829425,1744.17829425,1744.17829425,False,no problemo
18,1743.59393118,1743.59393118,1743.59393118,False,no problemo
19,1742.85,1742.85,1742.85,False,no problemo
20,1743.67299,1743.67299,1743.67299,False,no problemo
21,1742.06,1742.06,1742.06,False,no problemo
22,1742.37606575,1742.37606575,1742.37606575,False,no problemo
23,1742.125,1742.125,1742.125,False,no problemo
24,1742.18,1742.18,1742.18,False,no problemo
25,1742.22520307,1742.22520307,1742.22520307,False,no problemo
26,1741.64938985,1741.64938985,1741.64938985,False,no problemo
27,1740.01765498,1740.01765498,1740.01765498,False,no problemo
28,1740.9187184,1740.9187184,1740.9187184,False,no problemo
29,1739.40985887,1739.40985887,1739.40985887,False,no problemo
30,1739.72,1739.72,1739.72,False,no problemo
31,1739.21,1739.21,1739.21,False,no problemo
32,1739.67287083,1739.67287083,1739.67287083,False,no problemo
33,1739.50395262,1739.50395262,1739.50395262,False,no problemo
34,1738.62404666,1738.62404666,1738.62404666,False,no problemo
35,1738.2,1738.2,1738.2,False,no problemo
36,1737.54590997,1737.54590997,1737.54590997,False,no problemo
37,1737.4,1737.4,1737.4,False,no problemo
37,1736.81731416,1736.81731416,1736.81731416,False,no problemo
39,1735.8725,1735.8725,1735.8725,False,no problemo
40,1737.5359121,1737.5359121,1737.5359121,False,no problemo
41,1737.53,1737.53,1737.53,False,no problemo
42,1736.925,1736.925,1736.925,False,no problemo
43,1735.76216773,1735.76216773,1735.76216773,False,no problemo
44,1735.69000787,1735.69000787,1735.69000787,False,no problemo
44,1735.995,1735.995,1735.995,False,no problemo
48,1735.50004996,1735.50004996,1735.50004996,False,no problemo
49,1734.95967725,1734.95967725,1734.95967725,False,no problemo
50,1734.245,1734.245,1734.245,False,no problemo
51,1734.73,1734.73,1734.73,False,no problemo
52,1734.71020012,1734.71020012,1734.71020012,False,no problemo
53,1733.790375,1733.790375,1733.790375,False,no problemo
54,1734.63,1734.63,1734.63,False,no problemo
55,1734.09730665,1734.09730665,1734.09730665,False,no problemo
56,1733.72,1733.72,1733.72,False,no problemo
57,1733.76,1733.76,1733.76,False,no problemo
58,1733.95965451,1733.95965451,1733.95965451,False,no problemo
59,1733.23999999,1733.23999999,1733.23999999,False,no problemo
