time,price,maxprice,minprice,use_spread,problem_indicator
0,1725.12,1725.12,1725.12,False,no problemo
1,1725.011021,1725.011021,1725.011021,False,no problemo
2,1725.70095733,1725.70095733,1725.70095733,False,no problemo
3,1725.67191846,1725.67191846,1725.67191846,False,no problemo
4,1725.73,1725.73,1725.73,False,no problemo
5,1725.655,1725.655,1725.655,False,no problemo
6,1725.62,1725.62,1725.62,False,no problemo
7,1725.58346778,1725.58346778,1725.58346778,False,no problemo
8,1725.58596778,1725.58596778,1725.58596778,False,no problemo
9,1725.64594115,1725.64594115,1725.64594115,False,no problemo
10,1725.665,1725.665,1725.665,False,no problemo
11,1725.53194507,1725.53194507,1725.53194507,False,no problemo
12,1725.60704398,1725.60704398,1725.60704398,False,no problemo
13,1725.58846588,1725.58846588,1725.58846588,False,no problemo
14,1725.46626277,1725.46626277,1725.46626277,False,no problemo
15,1725.31,1725.31,1725.31,False,no problemo
16,1725.49,1725.49,1725.49,False,no problemo
17,1725.50195077,1725.50195077,1725.50195077,False,no problemo
18,1725.5375,1725.5375,1725.5375,False,no problemo
19,1725.59681857,1725.59681857,1725.59681857,False,no problemo
20,1725.7,1725.7,1725.7,False,no problemo
21,1725.71,1725.71,1725.71,False,no problemo
22,1726.645,1726.645,1726.645,False,no problemo
23,1726.94085119,1726.94085119,1726.94085119,False,no problemo
24,1726.45090179,1726.45090179,1726.45090179,False,no problemo
25,1726.63997114,1726.63997114,1726.63997114,False,no problemo
26,1726.77761498,1726.77761498,1726.77761498,False,no problemo
27,1726.705,1726.705,1726.705,False,no problemo
28,1726.6775972,1726.6775972,1726.6775972,False,no problemo
29,1726.69130658,1726.69130658,1726.69130658,False,no problemo
30,1726.42499999,1726.42499999,1726.42499999,False,no problemo
31,1725.75,1725.75,1725.75,False,no problemo
32,1725.67284786,1725.67284786,1725.67284786,False,no problemo
33,1725.6,1725.6,1725.6,False,no problemo
34,1725.185,1725.185,1725.185,False,no problemo
35,1725.29,1725.29,1725.29,False,no problemo
36,1725.4,1725.4,1725.4,False,no problemo
37,1726.36594034,1726.36594034,1726.36594034,False,no problemo
38,1726.905,1726.905,1726.905,False,no problemo
39,1728.02187147,1728.02187147,1728.02187147,False,no problemo
40,1728.765,1728.765,1728.765,False,no problemo
41,1728.69183547,1728.69183547,1728.69183547,False,no problemo
42,1730.28,1730.28,1730.28,False,no problemo
43,1730.15478154,1730.15478154,1730.15478154,False,no problemo
44,1729.04814812,1729.04814812,1729.04814812,False,no problemo
45,1729.34565067,1729.34565067,1729.34565067,False,no problemo
46,1729.83406006,1729.83406006,1729.83406006,False,no problemo
47,1729.795,1729.795,1729.795,False,no problemo
48,1729.77,1729.77,1729.77,False,no problemo
49,1729.8075,1729.8075,1729.8075,False,no problemo
50,1729.65,1729.65,1729.65,False,no problemo
51,1729.05621181,1729.05621181,1729.05621181,False,no problemo
52,1728.87550362,1728.87550362,1728.87550362,False,no problemo
53,1728.575,1728.575,1728.575,False,no problemo
54,1728.7525,1728.7525,1728.7525,False,no problemo
55,1728.59993945,1728.59993945,1728.59993945,False,no problemo
56,1728.53499999,1728.53499999,1728.53499999,False,no problemo
57,1728.19,1728.19,1728.19,False,no problemo
58,1727.90986663,1727.90986663,1727.90986663,False,no problemo
59,1727.95,1727.95,1727.95,False,no problemo
