c,time
0.99944517,0
0.99949,1
0.99948998,2
0.99949,3
0.99949,4
0.9995,5
0.99945999,6
0.99948,7
0.99944999,8
0.99948,9
0.99945,10
0.99948,11
0.99949,12
0.99949,13
0.99949,14
0.99946286,15
0.9995,16
0.99947,17
0.999495,18
0.99948032,19
0.99948,20
0.999485,21
0.99949,22
0.99949,23
0.99949,24
0.99948091,25
0.99949999,26
0.99951,27
0.99949999,28
0.99949,29
0.99949,30
0.99952,31
0.99953,32
0.99951,33
0.99949999,34
0.99951,35
0.99951,36
0.9995107,37
0.99952,38
0.99951,39
0.9995,40
0.99949999,41
0.999515,42
0.99953,43
0.99952985,44
0.99954,45
0.999505,46
0.99952309,47
0.99952251,48
0.99954,49
0.99951979,50
0.99953248,51
0.99950161,52
0.99954,53
0.99952486,54
0.9995263,55
0.99953896,56
0.99949999,57
0.99950519,58
0.99953,59
