c,time
0.99949999,0
0.99949999,1
0.999525,2
0.99952999,3
0.99949,4
0.99949,5
0.99949,6
0.99953999,7
0.99953,8
0.99949401,9
0.99949999,10
0.9995292,11
0.99948414,12
0.99950688,13
0.99947758,14
0.99952377,15
0.9994866,16
0.99949999,17
0.99947204,18
0.99948362,19
0.9994725,20
0.99951804,21
0.99945,22
0.99947999,23
0.99943056,24
0.99943999,25
0.99943999,26
0.99943999,27
0.99944999,28
0.99943999,29
0.99944999,30
0.99946,31
0.99952,32
0.99943999,33
0.99946998,34
0.99946,35
0.99945536,36
0.99945645,37
0.99944,38
0.99945,39
0.99943513,40
0.9994456,41
0.99944013,42
0.99946,43
0.99944517,44
0.999455,45
0.999455,46
0.99946,47
0.99945932,48
0.999455,49
0.99946287,50
0.999455,51
0.99945206,52
0.999455,53
0.999465,54
0.999465,55
0.9994635,56
0.9994635,57
0.9994605,58
0.99946522,59
