c,time
0.99989011,0
0.9998925,1
0.9998925,2
0.9998925,3
0.99989398,4
0.9998925,5
0.9998925,6
0.9998925,7
0.9998775,8
0.99988349,9
0.99989311,10
0.9998925,11
0.99989358,12
0.99989633,13
0.99989,14
0.99985,15
0.99985038,16
0.99985,17
0.99985,18
0.99985248,19
0.99986,20
0.99985,21
0.99985038,22
0.999885,23
0.9998775,24
0.9998925,25
0.99988904,26
0.99989,27
0.999895,28
0.9999,29
0.9999025,30
0.9999,31
0.9999025,32
0.9998988,33
0.9999035,34
0.99989409,35
0.9999,36
0.99990017,37
0.99989299,38
0.99989,39
0.9999,40
0.999905,41
0.9999,42
0.9999,43
0.999905,44
0.999915,45
0.999905,46
0.99991125,47
0.9999,48
0.99991225,49
0.99990625,50
0.99990166,51
0.9999025,52
0.999895,53
0.9998926,54
0.9999,55
0.9998925,56
0.9998975,57
0.99989713,58
0.9998975,59
