t,time,price,maxprice,minprice,use_spread,problem_indicator
2022-05-11 17:00:00,0,30343.75032,30343.75032,30343.75032,False,no problemo
2022-05-11 17:01:00,0,30217.5,30217.5,30217.5,False,no problemo
2022-05-11 17:02:00,1,30197.01459163,30197.01459163,30197.01459163,False,no problemo
2022-05-11 17:03:00,2,30195.78123,30195.78123,30195.78123,False,no problemo
2022-05-11 17:04:00,3,30245.525,30245.525,30245.525,False,no problemo
2022-05-11 17:05:00,4,30251.154275,30251.154275,30251.154275,False,no problemo
2022-05-11 17:06:00,6,30179.81330922,30179.81330922,30179.81330922,False,no problemo
2022-05-11 17:07:00,7,30142.99666666,30142.99666666,30142.99666666,False,no problemo
2022-05-11 17:08:00,7,30070.0,30070.0,30070.0,False,no problemo
2022-05-11 17:09:00,8,30208.395,30208.395,30208.395,False,no problemo
2022-05-11 17:10:00,9,30184.36622,30184.36622,30184.36622,False,no problemo
2022-05-11 17:11:00,11,30164.58504884,30164.58504884,30164.58504884,False,no problemo
2022-05-11 17:12:00,12,30288.95,30288.95,30288.95,False,no problemo
2022-05-11 17:13:00,13,30268.9627145,30268.9627145,30268.9627145,False,no problemo
2022-05-11 17:14:00,14,30219.17673226,30219.17673226,30219.17673226,False,no problemo
2022-05-11 17:15:00,15,30237.82,30237.82,30237.82,False,no problemo
2022-05-11 17:16:00,15,30281.0,30281.0,30281.0,False,no problemo
2022-05-11 17:17:00,16,30291.88,30291.88,30291.88,False,no problemo
2022-05-11 17:18:00,18,30209.125,30209.125,30209.125,False,no problemo
2022-05-11 17:19:00,19,30255.9525,30255.9525,30255.9525,False,no problemo
2022-05-11 17:20:00,20,30262.07499999,30262.07499999,30262.07499999,False,no problemo
2022-05-11 17:21:00,21,30289.3,30289.3,30289.3,False,no problemo
2022-05-11 17:22:00,21,30197.715,30197.715,30197.715,False,no problemo
2022-05-11 17:23:00,23,30223.7155805,30223.7155805,30223.7155805,False,no problemo
2022-05-11 17:24:00,24,30176.19,30176.19,30176.19,False,no problemo
2022-05-11 17:25:00,24,30142.70757411,30142.70757411,30142.70757411,False,no problemo
2022-05-11 17:26:00,26,30181.9113348,30181.9113348,30181.9113348,False,no problemo
2022-05-11 17:27:00,26,30105.9175,30105.9175,30105.9175,False,no problemo
2022-05-11 17:28:00,28,30059.35709777,30059.35709777,30059.35709777,False,no problemo
2022-05-11 17:29:00,29,29916.685,29916.685,29916.685,False,no problemo
2022-05-11 17:30:00,29,29842.01,29842.01,29842.01,False,no problemo
2022-05-11 17:31:00,30,29953.5,29953.5,29953.5,False,no problemo
2022-05-11 17:32:00,32,29941.90209999,29941.90209999,29941.90209999,False,no problemo
2022-05-11 17:33:00,32,30023.15266003,30023.15266003,30023.15266003,False,no problemo
2022-05-11 17:34:00,33,30040.75,30040.75,30040.75,False,no problemo
2022-05-11 17:35:00,35,29929.09530219,29929.09530219,29929.09530219,False,no problemo
2022-05-11 17:36:00,36,29955.1,29955.1,29955.1,False,no problemo
2022-05-11 17:37:00,36,29923.70714901,29923.70714901,29923.70714901,False,no problemo
2022-05-11 17:38:00,37,29719.22,29719.22,29719.22,False,no problemo
2022-05-11 17:39:00,38,29767.935,29767.935,29767.935,False,no problemo
2022-05-11 17:40:00,39,29654.0,29654.0,29654.0,False,no problemo
2022-05-11 17:41:00,40,29624.37,29642.13406989,29606.60593011,True,no problemo
2022-05-11 17:42:00,42,29635.1319037,29635.1319037,29635.1319037,False,no problemo
2022-05-11 17:43:00,42,29577.10740001,29631.15,29523.06480002,True,no problemo
2022-05-11 17:44:00,44,29602.06212925,29635.3,29568.8242585,True,no problemo
2022-05-11 17:45:00,45,29567.05757209,29594.214999990003,29539.90014419,True,no problemo
2022-05-11 17:46:00,46,29533.34550315,29550.7579665,29515.9330398,True,no problemo
2022-05-11 17:47:00,47,29435.0,29453.36666666,29416.63333334,True,no problemo
2022-05-11 17:48:00,47,29384.42,29466.65,29302.19,True,no problemo
2022-05-11 17:49:00,49,29770.90505,29770.90505,29770.90505,False,no problemo
2022-05-11 17:50:00,49,29705.54685829,29705.54685829,29705.54685829,False,no problemo
2022-05-11 17:51:00,50,29773.325,29773.325,29773.325,False,no problemo
2022-05-11 17:52:00,52,29911.96689191,29911.96689191,29911.96689191,False,no problemo
2022-05-11 17:53:00,53,30174.0,30174.0,30174.0,False,no problemo
2022-05-11 17:54:00,54,30031.065,30031.065,30031.065,False,no problemo
2022-05-11 17:55:00,54,29971.038439,29971.038439,29971.038439,False,no problemo
2022-05-11 17:56:00,56,29939.805,29939.805,29939.805,False,no problemo
2022-05-11 17:57:00,56,29837.7877681,29837.7877681,29837.7877681,False,no problemo
2022-05-11 17:58:00,57,29792.14,29792.14,29792.14,False,no problemo
2022-05-11 17:59:00,59,29711.04,29711.04,29711.04,False,no problemo
2022-05-11 18:00:00,59,29792.59588744,29792.59588744,29792.59588744,False,no problemo
