time,price,maxprice,minprice,use_spread,problem_indicator
1,2317.49574748,2317.49574748,2317.49574748,False,no problemo
3,2309.64431924,2309.64431924,2309.64431924,False,no problemo
3,2299.92083332,2299.92083332,2299.92083332,False,no problemo
4,2295.28999999,2295.28999999,2295.28999999,False,no problemo
5,2302.93249999,2302.93249999,2302.93249999,False,no problemo
9,2302.64978033,2302.64978033,2302.64978033,False,no problemo
10,2304.09194023,2304.09194023,2304.09194023,False,no problemo
10,2315.1675,2315.1675,2315.1675,False,no problemo
13,2322.04912389,2322.04912389,2322.04912389,False,no problemo
13,2333.55374999,2333.55374999,2333.55374999,False,no problemo
15,2337.79,2337.79,2337.79,False,no problemo
17,2345.48643249,2345.48643249,2345.48643249,False,no problemo
18,2349.19,2349.19,2349.19,False,no problemo
19,2341.3625,2341.3625,2341.3625,False,no problemo
20,2330.89610458,2330.89610458,2330.89610458,False,no problemo
21,2331.10946185,2331.10946185,2331.10946185,False,no problemo
22,2331.4325,2331.4325,2331.4325,False,no problemo
23,2336.1551475,2336.1551475,2336.1551475,False,no problemo
25,2357.62267699,2357.62267699,2357.62267699,False,no problemo
26,2349.11,2349.11,2349.11,False,no problemo
26,2350.0925,2350.0925,2350.0925,False,no problemo
28,2344.11124999,2344.11124999,2344.11124999,False,no problemo
29,2340.0,2340.0,2340.0,False,no problemo
30,2337.31999451,2337.31999451,2337.31999451,False,no problemo
31,2330.5375,2330.5375,2330.5375,False,no problemo
32,2328.02630562,2328.02630562,2328.02630562,False,no problemo
32,2322.75,2322.75,2322.75,False,no problemo
33,2329.88,2329.88,2329.88,False,no problemo
34,2325.775,2325.775,2325.775,False,no problemo
35,2328.2226007,2328.2226007,2328.2226007,False,no problemo
36,2320.70033199,2320.70033199,2320.70033199,False,no problemo
37,2327.975,2327.975,2327.975,False,no problemo
39,2332.65003571,2332.65003571,2332.65003571,False,no problemo
39,2332.8075,2332.8075,2332.8075,False,no problemo
40,2331.27750075,2331.27750075,2331.27750075,False,no problemo
41,2343.695,2343.695,2343.695,False,no problemo
42,2351.835,2351.835,2351.835,False,no problemo
43,2345.8325,2345.8325,2345.8325,False,no problemo
44,2352.346,2352.346,2352.346,False,no problemo
46,2358.89999999,2358.89999999,2358.89999999,False,no problemo
47,2355.2875,2355.2875,2355.2875,False,no problemo
48,2357.99999999,2357.99999999,2357.99999999,False,no problemo
50,2362.62322859,2362.62322859,2362.62322859,False,no problemo
50,2363.1651425,2363.1651425,2363.1651425,False,no problemo
52,2357.68,2357.68,2357.68,False,no problemo
53,2354.385,2354.385,2354.385,False,no problemo
54,2355.70369922,2355.70369922,2355.70369922,False,no problemo
54,2361.975,2361.975,2361.975,False,no problemo
56,2363.185,2363.185,2363.185,False,no problemo
57,2357.84499999,2357.84499999,2357.84499999,False,no problemo
57,2363.0135911,2363.0135911,2363.0135911,False,no problemo
