c,time
0.9978775,0
0.99795249,1
0.99805026,2
0.998,3
0.99803654,4
0.9979275,5
0.99795014,6
0.997917,7
0.9978775,8
0.99829999,9
0.99855,10
0.9983,11
0.99829998,12
0.998204,13
0.998256,14
0.998075,15
0.99805026,16
0.9981,17
0.9981,18
0.9981,19
0.99825,20
0.99821249,21
0.9979195,22
0.998,23
0.99799999,24
0.998455,25
0.9980505,26
0.998144,27
0.9979294,28
0.998225,29
0.9985,30
0.99815001,31
0.99825,32
0.99825074,33
0.99819999,34
0.99829998,35
0.99805026,36
0.9981245,37
0.9981,38
0.9982,39
0.99805112,40
0.99800095,41
0.9982,42
0.9981,43
0.99800014,44
0.99795001,45
0.99826736,46
0.99795,47
0.99802749,48
0.99801021,49
0.99817499,50
0.998275,51
0.99805,52
0.99785029,53
0.99799999,54
0.9978375,55
0.9979,56
0.99792514,57
0.99787514,58
0.9976055,59
