t,time,price,maxprice,minprice,use_spread,problem_indicator
2022-05-11 01:01:00,1,2349.0500075,2349.0500075,2349.0500075,False,no problemo
2022-05-11 01:02:00,2,2350.40560319,2350.40560319,2350.40560319,False,no problemo
2022-05-11 01:03:00,2,2355.2575,2355.2575,2355.2575,False,no problemo
2022-05-11 01:04:00,4,2352.78642678,2352.78642678,2352.78642678,False,no problemo
2022-05-11 01:06:00,6,2357.11000375,2357.11000375,2357.11000375,False,no problemo
2022-05-11 01:07:00,7,2357.8825,2357.8825,2357.8825,False,no problemo
2022-05-11 01:08:00,7,2356.38,2356.38,2356.38,False,no problemo
2022-05-11 01:09:00,9,2350.2800225,2350.2800225,2350.2800225,False,no problemo
2022-05-11 01:10:00,10,2346.89,2346.89,2346.89,False,no problemo
2022-05-11 01:11:00,11,2350.4806176,2350.4806176,2350.4806176,False,no problemo
2022-05-11 01:12:00,11,2349.695,2349.695,2349.695,False,no problemo
2022-05-11 01:13:00,12,2347.47025,2347.47025,2347.47025,False,no problemo
2022-05-11 01:14:00,14,2346.12655167,2346.12655167,2346.12655167,False,no problemo
2022-05-11 01:15:00,14,2348.55222355,2348.55222355,2348.55222355,False,no problemo
2022-05-11 01:16:00,15,2347.0698339,2347.0698339,2347.0698339,False,no problemo
2022-05-11 01:17:00,16,2349.88354909,2349.88354909,2349.88354909,False,no problemo
2022-05-11 01:18:00,18,2344.645,2344.645,2344.645,False,no problemo
2022-05-11 01:19:00,18,2347.68,2347.68,2347.68,False,no problemo
2022-05-11 01:20:00,20,2347.99166666,2347.99166666,2347.99166666,False,no problemo
2022-05-11 01:21:00,20,2346.46595428,2346.46595428,2346.46595428,False,no problemo
2022-05-11 01:22:00,21,2346.0825,2346.0825,2346.0825,False,no problemo
2022-05-11 01:23:00,23,2344.765,2344.765,2344.765,False,no problemo
2022-05-11 01:24:00,24,2343.82325927,2343.82325927,2343.82325927,False,no problemo
2022-05-11 01:25:00,25,2341.553868,2341.553868,2341.553868,False,no problemo
2022-05-11 01:26:00,26,2341.54309765,2341.54309765,2341.54309765,False,no problemo
2022-05-11 01:27:00,27,2345.64999999,2345.64999999,2345.64999999,False,no problemo
2022-05-11 01:28:00,27,2346.47397395,2346.47397395,2346.47397395,False,no problemo
2022-05-11 01:29:00,29,2343.605,2343.605,2343.605,False,no problemo
2022-05-11 01:30:00,29,2345.50589504,2345.50589504,2345.50589504,False,no problemo
2022-05-11 01:31:00,30,2347.0,2347.0,2347.0,False,no problemo
2022-05-11 01:32:00,31,2350.41496907,2350.41496907,2350.41496907,False,no problemo
2022-05-11 01:33:00,33,2348.94999999,2348.94999999,2348.94999999,False,no problemo
2022-05-11 01:34:00,34,2348.945,2348.945,2348.945,False,no problemo
2022-05-11 01:35:00,34,2348.77,2348.77,2348.77,False,no problemo
2022-05-11 01:36:00,35,2353.5431888,2353.5431888,2353.5431888,False,no problemo
2022-05-11 01:37:00,37,2349.0,2349.0,2349.0,False,no problemo
2022-05-11 01:38:00,37,2348.74386198,2348.74386198,2348.74386198,False,no problemo
2022-05-11 01:40:00,40,2338.40228457,2338.40228457,2338.40228457,False,no problemo
2022-05-11 01:41:00,40,2341.69499999,2341.69499999,2341.69499999,False,no problemo
2022-05-11 01:42:00,41,2341.095,2341.095,2341.095,False,no problemo
2022-05-11 01:43:00,42,2343.015,2343.015,2343.015,False,no problemo
2022-05-11 01:44:00,43,2339.26,2339.26,2339.26,False,no problemo
2022-05-11 01:45:00,44,2339.01499999,2339.01499999,2339.01499999,False,no problemo
2022-05-11 01:46:00,46,2338.42035428,2338.42035428,2338.42035428,False,no problemo
2022-05-11 01:47:00,46,2342.79651011,2342.79651011,2342.79651011,False,no problemo
2022-05-11 01:48:00,48,2339.49803867,2339.49803867,2339.49803867,False,no problemo
2022-05-11 01:49:00,49,2337.40687844,2337.40687844,2337.40687844,False,no problemo
2022-05-11 01:50:00,50,2334.135,2334.135,2334.135,False,no problemo
2022-05-11 01:52:00,51,2337.54418184,2337.54418184,2337.54418184,False,no problemo
2022-05-11 01:53:00,53,2338.78083333,2338.78083333,2338.78083333,False,no problemo
2022-05-11 01:54:00,53,2342.625,2342.625,2342.625,False,no problemo
2022-05-11 01:55:00,55,2340.88254124,2340.88254124,2340.88254124,False,no problemo
2022-05-11 01:56:00,55,2343.76249999,2343.76249999,2343.76249999,False,no problemo
2022-05-11 01:57:00,56,2345.09208333,2345.09208333,2345.09208333,False,no problemo
2022-05-11 01:58:00,57,2343.65126802,2343.65126802,2343.65126802,False,no problemo
2022-05-11 01:59:00,59,2341.72251125,2341.72251125,2341.72251125,False,no problemo
