c,time
1.0,0
1.0,1
1.0,2
1.00010001,3
1.0,4
1.00000025,5
1.0,6
1.0000295,7
1.0,8
1.00006,9
1.00007,10
1.0,11
0.99987499,12
1.0,13
1.0,14
1.0,15
1.0,16
1.0,17
1.0000005,18
0.99995001,19
0.99998615,20
1.0,21
1.00001375,22
1.0,23
1.0,24
1.00014825,25
0.99996,26
1.00000025,27
1.0,28
1.00013475,29
1.0,30
1.0000005,31
1.000225,35
0.999975,37
1.0,38
1.0,39
1.0,40
0.99999748,43
1.0,45
1.000251,46
1.0000005,47
1.00012525,48
0.999975,49
1.0,51
1.00012525,53
1.00000025,54
1.0,55
1.0001,56
1.0,57
1.00000025,58
1.0,59
