t,time,price,maxprice,minprice,use_spread,problem_indicator
2022-05-11 02:00:00,0,2336.23666666,2336.23666666,2336.23666666,False,no problemo
2022-05-11 02:01:00,1,2336.305,2336.305,2336.305,False,no problemo
2022-05-11 02:02:00,2,2331.99999999,2331.99999999,2331.99999999,False,no problemo
2022-05-11 02:04:00,3,2323.46056874,2323.46056874,2323.46056874,False,no problemo
2022-05-11 02:05:00,4,2321.885,2321.885,2321.885,False,no problemo
2022-05-11 02:06:00,6,2321.22722085,2321.22722085,2321.22722085,False,no problemo
2022-05-11 02:07:00,6,2320.88,2320.88,2320.88,False,no problemo
2022-05-11 02:08:00,7,2332.43083771,2332.43083771,2332.43083771,False,no problemo
2022-05-11 02:09:00,8,2325.36758624,2325.36758624,2325.36758624,False,no problemo
2022-05-11 02:10:00,10,2332.28739251,2332.28739251,2332.28739251,False,no problemo
2022-05-11 02:11:00,11,2333.265,2333.265,2333.265,False,no problemo
2022-05-11 02:12:00,12,2333.30755124,2333.30755124,2333.30755124,False,no problemo
2022-05-11 02:13:00,12,2334.55,2334.55,2334.55,False,no problemo
2022-05-11 02:14:00,14,2337.61815778,2337.61815778,2337.61815778,False,no problemo
2022-05-11 02:15:00,14,2340.35,2340.35,2340.35,False,no problemo
2022-05-11 02:16:00,15,2342.82756125,2342.82756125,2342.82756125,False,no problemo
2022-05-11 02:17:00,16,2337.02524927,2337.02524927,2337.02524927,False,no problemo
2022-05-11 02:18:00,17,2336.9500225,2336.9500225,2336.9500225,False,no problemo
2022-05-11 02:20:00,19,2343.54,2343.54,2343.54,False,no problemo
2022-05-11 02:21:00,21,2340.22854464,2340.22854464,2340.22854464,False,no problemo
2022-05-11 02:22:00,22,2346.82,2346.82,2346.82,False,no problemo
2022-05-11 02:23:00,22,2352.745,2352.745,2352.745,False,no problemo
2022-05-11 02:24:00,24,2357.3500075,2357.3500075,2357.3500075,False,no problemo
2022-05-11 02:25:00,25,2370.84,2370.84,2370.84,False,no problemo
2022-05-11 02:27:00,26,2376.03348856,2376.03348856,2376.03348856,False,no problemo
2022-05-11 02:28:00,28,2381.64999999,2381.64999999,2381.64999999,False,no problemo
2022-05-11 02:29:00,28,2381.5350975,2381.5350975,2381.5350975,False,no problemo
2022-05-11 02:30:00,30,2376.84,2376.84,2376.84,False,no problemo
2022-05-11 02:31:00,31,2374.60999999,2374.60999999,2374.60999999,False,no problemo
2022-05-11 02:32:00,31,2376.91776922,2376.91776922,2376.91776922,False,no problemo
2022-05-11 02:33:00,32,2375.36071189,2375.36071189,2375.36071189,False,no problemo
2022-05-11 02:34:00,33,2370.77651055,2370.77651055,2370.77651055,False,no problemo
2022-05-11 02:36:00,36,2376.185,2376.185,2376.185,False,no problemo
2022-05-11 02:37:00,36,2370.81916666,2370.81916666,2370.81916666,False,no problemo
2022-05-11 02:38:00,38,2370.17,2370.17,2370.17,False,no problemo
2022-05-11 02:39:00,38,2372.485,2372.485,2372.485,False,no problemo
2022-05-11 02:40:00,39,2376.21333333,2376.21333333,2376.21333333,False,no problemo
2022-05-11 02:41:00,40,2377.64499999,2377.64499999,2377.64499999,False,no problemo
2022-05-11 02:42:00,42,2374.71499999,2374.71499999,2374.71499999,False,no problemo
2022-05-11 02:43:00,42,2370.4350025,2370.4350025,2370.4350025,False,no problemo
2022-05-11 02:44:00,44,2370.395,2370.395,2370.395,False,no problemo
2022-05-11 02:45:00,45,2369.845,2369.845,2369.845,False,no problemo
2022-05-11 02:46:00,46,2367.77690643,2367.77690643,2367.77690643,False,no problemo
2022-05-11 02:47:00,46,2362.63,2362.63,2362.63,False,no problemo
2022-05-11 02:48:00,48,2362.81875,2362.81875,2362.81875,False,no problemo
2022-05-11 02:49:00,49,2362.27420349,2362.27420349,2362.27420349,False,no problemo
2022-05-11 02:50:00,49,2364.79026884,2364.79026884,2364.79026884,False,no problemo
2022-05-11 02:51:00,50,2361.25,2361.25,2361.25,False,no problemo
2022-05-11 02:52:00,51,2364.44977674,2364.44977674,2364.44977674,False,no problemo
2022-05-11 02:53:00,53,2368.95816957,2368.95816957,2368.95816957,False,no problemo
2022-05-11 02:54:00,53,2370.89852229,2370.89852229,2370.89852229,False,no problemo
2022-05-11 02:55:00,55,2377.585,2377.585,2377.585,False,no problemo
2022-05-11 02:57:00,57,2372.44,2372.44,2372.44,False,no problemo
2022-05-11 02:58:00,57,2371.99999999,2371.99999999,2371.99999999,False,no problemo
