time,price,maxprice,minprice,use_spread,problem_indicator
1,62.39684124,62.43488408,62.3587984,True,no problemo
2,61.9936231,62.0497462,61.9375,True,no problemo
4,62.751,62.8256,62.6764,True,no problemo
5,62.80777386,62.90381975,62.71172797,True,no problemo
6,62.34356814,62.39001,62.29712628,True,no problemo
7,62.02135,62.05700773,61.98569227,True,no problemo
9,61.54375,61.62180844,61.46569156,True,no problemo
10,62.06045661,62.151380790000005,61.96953243,True,no problemo
13,62.06505393,62.2263203,61.90378756,True,no problemo
15,62.525,62.6225,62.4275,True,no problemo
17,62.99925121,63.36137605,62.63712637,True,no problemo
20,63.39390286,63.39390286,63.39390286,False,no problemo
20,63.34883249,63.34883249,63.34883249,False,no problemo
25,62.47438802,62.59344954,62.3553265,True,no problemo
26,62.6958156,62.77459082,62.617040380000006,True,no problemo
28,62.87000687,62.905,62.83501374,True,no problemo
28,62.50965,62.64648487,62.37281513,True,no problemo
29,62.38109221,62.46125,62.30093442,True,no problemo
31,61.79731882,61.84065631,61.75398133,True,no problemo
33,61.84018,61.90562499999999,61.774735,True,no problemo
34,61.8982771,61.98023736,61.81631684,True,no problemo
35,61.91045136,61.98999999,61.830902730000005,True,no problemo
35,62.04075,62.06979462,62.01170538,True,no problemo
38,61.12656831,61.1963,61.056836620000006,True,no problemo
40,60.93879284,61.0963,60.78128568,True,no problemo
45,62.0649176,62.15907506,61.97076014,True,no problemo
47,61.79908501,61.9301607,61.66800932,True,no problemo
47,61.76043979,61.88098245,61.63989713,True,no problemo
49,61.80413581,61.98103229,61.62723933,True,no problemo
50,61.52302619,61.626725830000005,61.41932655,True,no problemo
52,61.31821209,61.40141168,61.2350125,True,no problemo
53,61.3009824,61.4049824,61.1969824,True,no problemo
54,61.4775,61.52674766,61.42825234,True,no problemo
55,61.8158215,61.875643,61.756,True,no problemo
55,61.86406249,61.9512063,61.77691868,True,no problemo
56,61.3925,61.47569268,61.30930732,True,no problemo
58,61.977384,62.05260504,61.90216296,True,no problemo
59,61.93743604,62.01536838,61.859503700000005,True,no problemo
