s,t,c,o,h,l,v,time,slot,publishedSlot,price,confidence,emaPrice,emaDifference%,maxprice,minprice,spread,spot_confidence%,use_spread,spread%,problem_indicator
o,2023-03-12 00:00:00,18.176605,18.20576612,18.20576612,18.176605,0,2023-03-12 00:00:00,54539358,54539358,18.20576612,0.09616612,18.1443295,0.3374569331224524,18.20576612,18.20576612,0.0,0.5282179248384192,False,0.0,no problemo
k,2023-03-12 00:01:00,18.15854,18.176605,18.1815878,18.15289115,0,2023-03-12 00:01:00,54539515,54539515,18.176605,0.08944836,18.1450259,0.173734864128908,18.176605,18.176605,0.0,0.4921070794023417,False,0.0,no problemo
,2023-03-12 00:02:00,18.149021,18.15854,18.165,18.1456506,0,2023-03-12 00:02:00,54539670,54539670,18.15854,0.09284221,18.1454224,0.0722392879603619,18.15854,18.15854,0.0,0.5112867554329809,False,0.0,no problemo
,2023-03-12 00:03:00,18.14283791,18.14894558,18.1657685,18.14246119,0,2023-03-12 00:03:00,54539827,54539827,18.149425,0.0847954,18.1456247,0.0209389553663642,18.149425,18.149425,0.0,0.4672070878278512,False,0.0,no problemo
,2023-03-12 00:04:00,18.1697775,18.14760704,18.1701,18.13743314,0,2023-03-12 00:04:00,54539979,54539979,18.14283791,0.08562437,18.145763,0.0161225603982589,18.14283791,18.14283791,0.0,0.4719458467564515,False,0.0,no problemo
,2023-03-12 00:05:00,18.15986728,18.16741,18.17,18.1387,0,2023-03-12 00:05:00,54540137,54540137,18.17,0.09526,18.1458637,0.1328359933957188,18.17,18.17,0.0,0.5242707760044027,False,0.0,no problemo
,2023-03-12 00:06:00,18.18829132,18.15986728,18.18829132,18.148,0,2023-03-12 00:06:00,54540293,54540293,18.15986728,0.08934398,18.1460836,0.0759018763048995,18.15986728,18.15986728,0.0,0.49198586433722,False,0.0,no problemo
,2023-03-12 00:07:00,18.19,18.18829132,18.19,18.1649,0,2023-03-12 00:07:00,54540451,54540451,18.18829132,0.09601297,18.1465086,0.2297231733585433,18.18829132,18.18829132,0.0,0.5278833965806525,False,0.0,no problemo
,2023-03-12 00:08:00,18.1321801,18.19,18.1958825,18.13087214,0,2023-03-12 00:08:00,54540602,54540602,18.19,0.09552197,18.1470015,0.2363853765805554,18.19,18.19,0.0,0.5251345244639912,False,0.0,no problemo
,2023-03-12 00:09:00,18.11377,18.1321801,18.138175,18.10485,0,2023-03-12 00:09:00,54540760,54540760,18.1321801,0.07148911,18.1473309,0.0835575199255862,18.1321801,18.1321801,0.0,0.3942664897752698,False,0.0,no problemo
,2023-03-12 00:10:00,18.11670137,18.11374,18.12,18.09307974,0,2023-03-12 00:10:00,54540918,54540918,18.11377,0.06217205,18.1469469,0.1831584479652819,18.11377,18.11377,0.0,0.3432308680081507,False,0.0,no problemo
,2023-03-12 00:11:00,18.070025,18.11670137,18.12,18.06515,0,2023-03-12 00:11:01,54541078,54541078,18.11921192,0.10416911,18.1461313,0.1485681613463845,18.11921192,18.11921192,0.0,0.5749097171550714,False,0.0,no problemo
,2023-03-12 00:12:00,18.03444,18.0696325,18.0696325,18.03416521,0,2023-03-12 00:12:00,54541232,54541232,18.070025,0.08622781,18.144875,0.4142218950997459,18.070025,18.070025,0.0,0.4771869989111802,False,0.0,no problemo
,2023-03-12 00:13:00,17.99303365,18.03,18.0383,17.99303365,0,2023-03-12 00:13:00,54541387,54541387,18.03444,0.0766262,18.1432213,0.6031864587977249,18.03444,18.03444,0.0,0.4248881584346395,False,0.0,no problemo
,2023-03-12 00:14:00,17.98127293,17.9902524,18.009505,17.98127293,0,2023-03-12 00:14:00,54541545,54541545,17.99303365,0.06082385,18.1407709,0.8210802740314928,17.99303365,17.99303365,0.0,0.3380411062589214,False,0.0,no problemo
,2023-03-12 00:15:00,18.035851,17.98127293,18.03840226,17.96887365,0,2023-03-12 00:15:00,54541700,54541700,17.98127293,0.08235044,18.1377008,0.8699488106819013,17.98127293,17.98127293,0.0,0.4579789224076918,False,0.0,no problemo
,2023-03-12 00:16:00,18.02355,18.035851,18.05072,18.0208325,0,2023-03-12 00:16:00,54541857,54541857,18.035851,0.066449,18.1349661,0.5495449036477336,18.035851,18.035851,0.0,0.3684273062579636,False,0.0,no problemo
