c,time
1.01381,0
1.013365,1
1.01329148,2
1.01282199,3
1.012895,4
1.01282101,5
1.01279755,6
1.01277871,7
1.0127725,8
1.01277,9
1.013185,10
1.0137158,11
1.01386,12
1.013773,13
1.01394,14
1.014207,15
1.01497,16
1.01515,17
1.01492,18
1.01512,19
1.0152125,20
1.01499,21
1.0150375,22
1.01489,23
1.0146765,24
1.014515,25
1.0145975,26
1.01471,27
1.01464483,28
1.01436117,29
1.014125,30
1.0135885,31
1.013765,32
1.01322549,33
1.012903,34
1.012486,35
1.0126535,36
1.0127845,37
1.01285038,38
1.01285038,39
1.01290312,40
1.01264,41
1.01235687,42
1.01214856,43
1.012155,44
1.01201475,45
1.012071,46
1.0121225,47
1.01204,48
1.01185038,49
1.0119475,50
1.0118775,51
1.01182909,52
1.0117925,53
1.011847,54
1.01181075,55
1.01176142,56
1.01168999,57
1.01168499,58
1.01144885,59
