c,time
0.96217236,0
0.96576,1
0.96608,2
0.96558,3
0.96562,4
0.965561,5
0.96578306,6
0.9616852,7
0.96002114,8
0.95880436,9
0.95855163,10
0.95917209,11
0.96548337,12
0.95810158,13
0.96426,14
0.96410965,15
0.9571287,16
0.96321,17
0.96278,18
0.96249,19
0.96276,20
0.96165,21
0.95580587,22
0.96199,23
0.96199,24
0.96248637,25
0.96288597,26
0.96468417,27
0.96568307,28
0.96590339,29
0.96203512,30
0.96607327,31
0.96598334,32
0.96642,33
0.96698186,34
0.96788096,35
0.96897986,36
0.96932963,37
0.96997886,38
0.9697,39
0.96669319,40
0.970668,41
0.96873007,42
0.97072,43
0.96922,44
0.9663544,45
0.96595355,46
0.96645783,47
0.96707078,48
0.96580911,49
0.97126,50
0.9709,51
0.97011,52
0.96941,53
0.96951,54
0.9667884,55
0.96505499,56
0.96761,57
0.96903,58
0.96454663,59
