c,time
0.9675452,0
0.96684709,1
0.96720709,2
0.96680353,3
0.96864173,4
0.96735657,5
0.96808454,6
0.96813668,7
0.96839983,8
0.96977,9
0.97024036,10
0.9703203,11
0.969757,12
0.96978,13
0.96938478,14
0.9686172,15
0.96936,16
0.96986,17
0.9693,18
0.96906,19
0.96850719,20
0.96936,21
0.969579,22
0.96952,23
0.969483,24
0.96909,25
0.96888,26
0.969,27
0.96906,28
0.96865272,29
0.96896009,30
0.96972017,31
0.96920042,32
0.96909765,33
0.96878768,34
0.96840254,35
0.9687899,36
0.9692462,37
0.96996645,38
0.96980249,39
0.9691911,40
0.96897104,41
0.9693176,42
0.96934067,43
0.96885159,44
0.96838024,45
0.96846362,46
0.96773389,47
0.96863,48
0.96778,49
0.96901,50
0.96871,51
0.96779117,52
0.96735506,53
0.96669317,54
0.967398,55
0.96772188,56
0.96635494,57
0.96800418,58
0.968145,59
